FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200817;0000;49;;;
200818;0000;178;;;
200819;0000;52;;;
200820;0000;20;;;
200821;0000;36;;;
200822;0000;69;;;
200823;0000;63;;;
200824;0000;89;;;
200825;0000;72;;;
200826;0000;30;;;
200827;0000;17;;;
200828;0000;58;;;
200829;0000;112;;;
200830;0000;34;;;
200831;0000;16;;;
200901;0000;49;;;
200902;0000;47;;;
200903;0000;34;;;
200904;0000;61;;;
200905;0000;90;;;
200906;0000;68;;;
200907;0000;40;;;
200908;0000;26;;;
200909;0000;28;;;
200910;0000;33;;;
200911;0000;28;;;
200912;0000;22;;;
200913;0000;55;;;
200914;0000;31;;;
200915;0000;38;;;
200916;0000;21;;;
200917;0000;37;;;
200918;0000;44;;;
200919;0000;21;;;
200920;0000;32;;;
200921;0000;39;;;
200922;0000;33;;;
200923;0000;19;;;
200924;0000;22;;;
200925;0000;25;;;
200926;0000;42;;;
200927;0000;46;;;
200928;0000;40;;;
200929;0000;11;;;
200930;0000;33;;;
201001;0000;33;;;
201002;0000;32;;;
201003;0000;19;;;
201004;0000;26;;;
201005;0000;25;;;
201006;0000;16;;;
201007;0000;21;;;
201008;0000;17;;;
201009;0000;13;;;
201010;0000;37;;;
201011;0000;29;;;
201012;0000;15;;;
201013;0000;25;;;
201014;0000;11;;;
201015;0000;11;;;
201016;0000;15;;;
201017;0000;11;;;
201018;0000;15;;;
201019;0000;24;;;
201020;0000;11;;;
201021;0000;11;;;
201022;0000;12;;;
201023;0000;12;;;
201024;0000;18;;;
201025;0000;22;;;
201026;0000;19;;;
201027;0000;18;;;
201028;0000;27;;;
201029;0000;14;;;
201030;0000;9;;;
201031;0000;7;;;
201101;0000;8;;;
201102;0000;10;;;
201103;0000;12;;;
201104;0000;10;;;
201105;0000;10;;;
201106;0000;4;;;
201107;0000;5;;;
201108;0000;6;;;
201109;0000;4;;;
201110;0000;7;;;
201111;0000;5;;;
201112;0000;4;;;
201113;0000;12;;;
201114;0000;17;;;
201115;0000;7;;;
201116;0000;5;;;
201117;0000;5;;;
201118;0000;5;;;
201119;0000;5;;;
201120;0000;4;;;
201121;0000;9;;;
201122;0000;10;;;
201123;0000;9;;;
201124;0000;8;;;
201125;0000;11;;;
201126;0000;9;;;
201127;0000;8;;;
201128;0000;14;;;
201129;0000;11;;;
201130;0000;4;;;
201201;0000;4;;;
201202;0000;5;;;
201203;0000;5;;;
201204;0000;4;;;
201205;0000;6;;;
201206;0000;5;;;
201207;0000;4;;;
201208;0000;7;;;
201209;0000;5;;;
201210;0000;;;7;
201211;0000;;;5;
201212;0000;;;;
201213;0000;;;;
201214;0000;;;5;
201215;0000;;;6;
201216;0000;7;;;
201217;0000;4;;;
201218;0000;5;;;
201219;0000;4;;;
201220;0000;4;;;
201221;0000;4;;;
201222;0000;4;;;
201223;0000;5;;;
201224;0000;5;;;
201225;0000;4;;;
201226;0000;3;;;
201227;0000;2;;;
201228;0000;3;;;
201229;0000;4;;;
201230;0000;6;;;
201231;0000;6;;;
210101;0000;6;;;
210102;0000;5;;;
210103;0000;5;;;
210104;0000;5;;;
210105;0000;6;;;
210106;0000;4;;;
210107;0000;5;;;
210108;0000;6;;;
210109;0000;4;;;
210110;0000;8;;;
210111;0000;6;;;
210112;0000;4;;;
210113;0000;4;;;
210114;0000;6;;;
210115;0000;5;;;
210116;0000;5;;;
210117;0000;3;;;
210118;0000;2;;;
210119;0000;3;;;
210120;0000;3;;;
210121;0000;3;;;
210122;0000;2;;;
210123;0000;2;;;
210124;0000;4;;;
210125;0000;5;;;
210126;0000;5;;;
210127;0000;3;;;
210128;0000;5;;;
210129;0000;4;;;
210130;0000;3;;;
210131;0000;3;;;
210201;0000;5;;;
210202;0000;5;;;
210203;0000;5;;;
210204;0000;5;;;
210205;0000;4;;;
210206;0000;3;;;
210207;0000;3;;;
210208;0000;4;;;
210209;0000;7;;;
210210;0000;8;;;
210211;0000;3;;;
210212;0000;6;;;
210213;0000;7;;;
210214;0000;3;;;
210215;0000;4;;;
210216;0000;6;;;
210217;0000;3;;;
210218;0000;;;;
210219;0000;5;;;
210220;0000;4;;;
210221;0000;5;;;
210222;0000;3;;;
210223;0000;3;;;
210224;0000;2;;;
210225;0000;1;;;
210226;0000;2;;;
210227;0000;2;;;
210228;0000;1;;;
210301;0000;1;;;
210302;0000;3;;;
210303;0000;3;;;
210304;0000;2;;;
210305;0000;3;;;
210306;0000;4;;;
210307;0000;8;;;
210308;0000;3;;;
210309;0000;4;;;
210310;0000;8;;;
210311;0000;11;;;
210312;0000;5;;;
210313;0000;5;;;
210314;0000;5;;;
210315;0000;8;;;
210316;0000;4;;;
210317;0000;2;;;
210318;0000;5;;;
210319;0000;10;;;
210320;0000;9;;;
210321;0000;3;;;
210322;0000;5;;;
210323;0000;8;;;
210324;0000;5;;;
210325;0000;12;;;
210326;0000;6;;;
210327;0000;4;;;
210328;0000;2;;;
210329;0000;3;;;
210330;0000;6;;;
210331;0000;6;;;
210401;0000;5;;;
210402;0000;8;;;
210403;0000;6;;;
210404;0000;14;;;
210405;0000;12;;;
210406;0000;16;;;
210407;0000;7;;;
210408;0000;11;;;
210409;0000;36;;;
210410;0000;29;;;
210411;0000;34;;;
210412;0000;23;;;
210413;0000;16;;;
210414;0000;11;;;
210415;0000;21;;;
210416;0000;16;;;
210417;0000;50;;;
210418;0000;49;;;
210419;0000;7;;;
210420;0000;35;;;
210421;0000;32;;;
210422;0000;34;;;
210423;0000;58;;;
210424;0000;94;;;
210425;0000;73;;;
210426;0000;114;;;
210427;0000;27;;;
210428;0000;44;;;
210429;0000;42;;;
210430;0000;33;;;
210501;0000;12;;;
210502;0000;48;;;
210503;0000;46;;;
210504;0000;20;;;
210505;0000;35;;;
210506;0000;64;;;
210507;0000;54;;;
210508;0000;93;;;
210509;0000;43;;;
210510;0000;22;;;
210511;0000;95;;;
210512;0000;100;;;
210513;0000;85;;;
210514;0000;62;;;
210515;0000;54;;;
210516;0000;51;;;
210517;0000;109;;;
210518;0000;47;;;
210519;0000;12;;;
210520;0000;13;;;
210521;0000;60;;;
210522;0000;34;;;
210523;0000;;;;
210524;0000;;;;
210525;0000;46;;;
210526;0000;16;;;
210527;0000;18;;;
210528;0000;77;;;
210529;0000;59;;;
210530;0000;25;;;
210531;0000;13;;;
210601;0000;46;;;
210602;0000;32;;;
210603;0000;29;;;
210604;0000;67;;;
210605;0000;48;;;
210606;0000;27;;;
210607;0000;21;;;
210608;0000;22;;;
210609;0000;;;;
210610;0000;;;;
210611;0000;24;;;
210612;0000;13;;;
210613;0000;57;;;
210614;0000;31;;;
210615;0000;65;;;
210616;0000;186;;;
210617;0000;131;;;
210618;0000;139;;;
210619;0000;188;;;
210620;0000;69;;;
210621;0000;58;;;
210622;0000;114;;;
210623;0000;34;;;
210624;0000;48;;;
210625;0000;102;;;
210626;0000;55;;;
210627;0000;35;;;
210628;0000;58;;;
210629;0000;105;;;
210630;0000;43;;;
210701;0000;86;;;
210702;0000;39;;;
210703;0000;57;;;
210704;0000;39;;;
210705;0000;22;;;
210706;0000;19;;;
210707;0000;24;;;
210708;0000;;;;
210709;0000;;;;
210710;0000;58;;;
210711;0000;61;;;
210712;0000;33;;;
210713;0000;32;;;
210714;0000;34;;;
210715;0000;31;;;
210716;0000;106;;;
210717;0000;82;;;
210718;0000;55;;;
210719;0000;60;;;
210720;0000;34;;;
210721;0000;46;;;
210722;0000;57;;;
210723;0000;19;;;
210724;0000;99;;;
210725;0000;53;;;
210726;0000;204;;;
210727;0000;77;;;
210728;0000;24;;;
210729;0000;77;;;
210730;0000;87;;;
210731;0000;73;;;
210801;0000;100;;;
210802;0000;146;;;
210803;0000;57;;;
210804;0000;49;;;
210805;0000;15;;;
210806;0000;52;;;
210807;0000;92;;;
210808;0000;50;;;
210809;0000;37;;;
210810;0000;14;;;
210811;0000;17;;;
210812;0000;82;;;
210813;0000;65;;;
210814;0000;31;;;
210815;0000;28;;;
210816;0000;12;;;
210817;0000;11;;;
210818;0000;19;;;
210819;0000;15;;;
210820;0000;44;;;
210821;0000;12;;;
210822;0000;59;;;
210823;0000;67;;;
210824;0000;85;;;
210825;0000;16;;;
210826;0000;41;;;
210827;0000;14;;;
210828;0000;12;;;
210829;0000;15;;;
210830;0000;30;;;
210831;0000;49;;;
210901;0000;33;;;
210902;0000;35;;;
210903;0000;27;;;
210904;0000;42;;;
210905;0000;16;;;
210906;0000;27;;;
210907;0000;68;;;
210908;0000;44;;;
210909;0000;51;;;
210910;0000;25;;;
210911;0000;21;;;
210912;0000;;;;
210913;0000;44;;;
210914;0000;28;;;
210915;0000;17;;;
210916;0000;23;;;
210917;0000;31;;;
210918;0000;39;;;
210919;0000;46;;;
210920;0000;13;;;
210921;0000;11;;;
210922;0000;27;;;
210923;0000;33;;;
210924;0000;24;;;
210925;0000;39;;;
210926;0000;58;;;
210927;0000;77;;;
210928;0000;21;;;
210929;0000;35;;;
210930;0000;22;;;
211001;0000;52;;;
211002;0000;69;;;
211003;0000;26;;;
211004;0000;36;;;
211005;0000;43;;;
211006;0000;9;;;
211007;0000;14;;;
211008;0000;17;;;
211009;0000;13;;;
211010;0000;11;;;
211011;0000;9;;;
211012;0000;10;;;
211013;0000;10;;;
211014;0000;32;;;
211015;0000;20;;;
211016;0000;18;;;
211017;0000;23;;;
211018;0000;11;;;
211019;0000;3;;;
211020;0000;5;;;
211021;0000;10;;;
211022;0000;9;;;
211023;0000;9;;;
211024;0000;10;;;
211025;0000;6;;;
211026;0000;9;;;
211027;0000;8;;;
211028;0000;9;;;
211029;0000;8;;;
211030;0000;6;;;
211031;0000;6;;;
211101;0000;7;;;
211102;0000;4;;;
211103;0000;16;;;
211104;0000;18;;;
211105;0000;9;;;
211106;0000;6;;;
211107;0000;4;;;
211108;0000;2;;;
211109;0000;5;;;
211110;0000;4;;;
211111;0000;5;;;
211112;0000;5;;;
211113;0000;6;;;
211114;0000;5;;;
211115;0000;14;;;
211116;0000;6;;;
211117;0000;4;;;
211118;0000;4;;;
211119;0000;3;;;
211120;0000;3;;;
211121;0000;3;;;
211122;0000;2;;;
211123;0000;2;;;
211124;0000;2;;;
211125;0000;2;;;
211126;0000;4;;;
211127;0000;6;;;
211128;0000;7;;;
211129;0000;3;;;
211130;0000;6;;;
211201;0000;5;;;
211202;0000;6;;;
211203;0000;7;;;
211204;0000;7;;;
211205;0000;5;;;
211206;0000;5;;;
211207;0000;8;;;
211208;0000;4;;;
211209;0000;5;;;
211210;0000;4;;;
211211;0000;4;;;
211212;0000;6;;;
211213;0000;4;;;
211214;0000;4;;;
211215;0000;4;;;
211216;0000;3;;;
211217;0000;4;;;
211218;0000;4;;;
211219;0000;2;;;
211220;0000;3;;;
211221;0000;4;;;
211222;0000;4;;;
211223;0000;3;;;
211224;0000;;;4;
211225;0000;;;3;
211226;0000;;;3;
211227;0000;;;3;
211228;0000;3;;;
211229;0000;3;;;
211230;0000;4;;;
211231;0000;5;;;
220101;0000;2;;;
220102;0000;7;;;
220103;0000;4;;;
220104;0000;8;;;
220105;0000;6;;;
220106;0000;5;;;
220107;0000;3;;;
220108;0000;2;;;
220109;0000;2;;;
220110;0000;3;;;
220111;0000;6;;;
220112;0000;4;;;
220113;0000;4;;;
220114;0000;6;;;
220115;0000;5;;;
220116;0000;4;;;
220117;0000;6;;;
220118;0000;5;;;
220119;0000;5;;;
220120;0000;4;;;
220121;0000;3;;;
220122;0000;4;;;
220123;0000;2;;;
220124;0000;3;;;
220125;0000;3;;;
220126;0000;3;;;
220127;0000;6;;;
220128;0000;6;;;
220129;0000;5;;;
220130;0000;4;;;
220131;0000;5;;;
220201;0000;3;;;
220202;0000;3;;;
220203;0000;4;;;
220204;0000;4;;;
220205;0000;5;;;
220206;0000;5;;;
220207;0000;4;;;
220208;0000;4;;;
220209;0000;8;;;
220210;0000;10;;;
220211;0000;8;;;
220212;0000;4;;;
220213;0000;4;;;
220214;0000;4;;;
220215;0000;5;;;
220216;0000;3;;;
220217;0000;4;;;
220218;0000;6;;;
220219;0000;5;;;
220220;0000;5;;;
220221;0000;3;;;
220222;0000;5;;;
220223;0000;8;;;
220224;0000;7;;;
220225;0000;4;;;
220226;0000;3;;;
220227;0000;5;;;
220228;0000;6;;;
220301;0000;6;;;
220302;0000;3;;;
220303;0000;4;;;
220304;0000;8;;;
220305;0000;6;;;
220306;0000;5;;;
220307;0000;7;;;
220308;0000;19;;;
220309;0000;16;;;
220310;0000;11;;;
220311;0000;3;;;
220312;0000;2;;;
220313;0000;4;;;
220314;0000;6;;;
220315;0000;3;;;
220316;0000;7;;;
220317;0000;9;;;
220318;0000;10;;;
220319;0000;16;;;
220320;0000;18;;;
220321;0000;7;;;
220322;0000;7;;;
220323;0000;26;;;
220324;0000;18;;;
220325;0000;8;;;
220326;0000;12;;;
220327;0000;23;;;
220328;0000;18;;;
220329;0000;35;;;
220330;0000;25;;;
220331;0000;13;;;
220401;0000;11;;;
220402;0000;29;;;
220403;0000;45;;;
220404;0000;27;;;
220405;0000;31;;;
220406;0000;14;;;
220407;0000;28;;;
220408;0000;20;;;
220409;0000;46;;;
220410;0000;30;;;
220411;0000;38;;;
220412;0000;47;;;
220413;0000;22;;;
220414;0000;35;;;
220415;0000;43;;;
220416;0000;11;;;
220417;0000;39;;;
220418;0000;25;;;
220419;0000;32;;;
220420;0000;31;;;
220421;0000;17;;;
220422;0000;9;;;
220423;0000;13;;;
220424;0000;16;;;
220425;0000;10;;;
220426;0000;21;;;
220427;0000;42;;;
220428;0000;61;;;
220429;0000;83;;;
220430;0000;102;;;
220501;0000;104;;;
220502;0000;101;;;
220503;0000;73;;;
220504;0000;65;;;
220505;0000;52;;;
220506;0000;42;;;
220507;0000;20;;;
220508;0000;53;;;
220509;0000;43;;;
220510;0000;43;;;
220511;0000;82;;;
220512;0000;50;;;
220513;0000;93;;;
220514;0000;47;;;
220515;0000;60;;;
220516;0000;135;;;
220517;0000;165;;;
220518;0000;99;;;
220519;0000;27;;;
220520;0000;20;;;
220521;0000;10;;;
220522;0000;48;;;
220523;0000;37;;;
220524;0000;87;;;
220525;0000;51;;;
220526;0000;107;;;
220527;0000;83;;;
220528;0000;111;;;
220529;0000;80;;;
220530;0000;121;;;
220531;0000;175;;;
220601;0000;48;;;
220602;0000;87;;;
220603;0000;57;;;
220604;0000;42;;;
220605;0000;29;;;
220606;0000;5;;;
220607;0000;53;;;
220608;0000;36;;;
220609;0000;102;;;
220610;0000;48;;;
220611;0000;94;;;
220612;0000;36;;;
220613;0000;49;;;
220614;0000;42;;;
220615;0000;63;;;
220616;0000;21;;;
220617;0000;65;;;
220618;0000;24;;;
220619;0000;21;;;
220620;0000;21;;;
220621;0000;45;;;
220622;0000;92;;;
220623;0000;37;;;
220624;0000;46;;;
220625;0000;71;;;
220626;0000;;;;
220627;0000;121;;;
220628;0000;4;;;
220629;0000;29;;;
220630;0000;51;;;
220701;0000;36;;;
220702;0000;58;;;
220703;0000;25;;;
220704;0000;14;;;
220705;0000;17;;;
220706;0000;25;;;
220707;0000;20;;;
220708;0000;20;;;
220709;0000;30;;;
220710;0000;26;;;
220711;0000;25;;;
220712;0000;62;;;
220713;0000;63;;;
220714;0000;58;;;
220715;0000;120;;;
220716;0000;41;;;
220717;0000;78;;;
220718;0000;72;;;
220719;0000;26;;;
220720;0000;42;;;
220721;0000;59;;;
220722;0000;8;;;
220723;0000;17;;;
220724;0000;61;;;
220725;0000;35;;;
220726;0000;41;;;
220727;0000;76;;;
220728;0000;35;;;
220729;0000;39;;;
220730;0000;59;;;
220731;0000;115;;;
220801;0000;83;;;
220802;0000;84;;;
220803;0000;39;;;
220804;0000;64;;;
220805;0000;32;;;
220806;0000;33;;;
220807;0000;33;;;
220808;0000;87;;;
220809;0000;76;;;
220810;0000;68;;;
220811;0000;36;;;
220812;0000;23;;;
220813;0000;17;;;
220814;0000;30;;;
220815;0000;19;;;
220816;0000;28;;;
220817;0000;91;;;
220818;0000;70;;;
220819;0000;60;;;
220820;0000;42;;;
220821;0000;18;;;
220822;0000;67;;;
220823;0000;26;;;
220824;0000;77;;;
220825;0000;65;;;
220826;0000;48;;;
220827;0000;72;;;
220828;0000;40;;;
220829;0000;75;;;
220830;0000;70;;;
220831;0000;32;;;
220901;0000;37;;;
220902;0000;32;;;
220903;0000;30;;;
220904;0000;42;;;
220905;0000;65;;;
220906;0000;38;;;
220907;0000;21;;;
220908;0000;27;;;
220909;0000;69;;;
220910;0000;32;;;
220911;0000;36;;;
220912;0000;34;;;
220913;0000;31;;;
220914;0000;15;;;
220915;0000;13;;;
220916;0000;51;;;
220917;0000;49;;;
220918;0000;45;;;
220919;0000;42;;;
220920;0000;56;;;
220921;0000;27;;;
220922;0000;14;;;
220923;0000;21;;;
220924;0000;24;;;
220925;0000;24;;;
220926;0000;22;;;
220927;0000;12;;;
220928;0000;10;;;
220929;0000;11;;;
220930;0000;18;;;
221001;0000;11;;;
221002;0000;21;;;
221003;0000;11;;;
221004;0000;19;;;
221005;0000;16;;;
221006;0000;6;;;
221007;0000;27;;;
221008;0000;45;;;
221009;0000;16;;;
221010;0000;19;;;
221011;0000;20;;;
221012;0000;24;;;
221013;0000;26;;;
221014;0000;12;;;
221015;0000;10;;;
221016;0000;11;;;
221017;0000;10;;;
221018;0000;13;;;
221019;0000;10;;;
221020;0000;10;;;
221021;0000;11;;;
221022;0000;10;;;
221023;0000;8;;;
221024;0000;12;;;
221025;0000;9;;;
221026;0000;8;;;
221027;0000;9;;;
221028;0000;9;;;
221029;0000;9;;;
221030;0000;15;;;
221031;0000;8;;;
221101;0000;7;;;
221102;0000;8;;;
221103;0000;7;;;
221104;0000;10;;;
221105;0000;13;;;
221106;0000;10;;;
221107;0000;12;;;
221108;0000;6;;;
221109;0000;;;5;
221110;0000;9;;;
221111;0000;9;;;
221112;0000;7;;;
221113;0000;7;;;
221114;0000;9;;;
221115;0000;7;;;
221116;0000;7;;;
221117;0000;5;;;
221118;0000;6;;;
221119;0000;6;;;
221120;0000;7;;;
221121;0000;7;;;
221122;0000;5;;;
221123;0000;3;;;
221124;0000;7;;;
221125;0000;5;;;
221126;0000;4;;;
221127;0000;5;;;
221128;0000;6;;;
221129;0000;5;;;
221130;0000;5;;;
221201;0000;4;;;
221202;0000;2;;;
221203;0000;2;;;
221204;0000;;;7;
221205;0000;;;2;
221206;0000;2;;;
221207;0000;3;;;
221208;0000;2;;;
221209;0000;4;;;
221210;0000;3;;;
221211;0000;1;;;
221212;0000;2;;;
221213;0000;1;;;
221214;0000;2;;;
221215;0000;1;;;
221216;0000;;;;
221217;0000;;;;
221218;0000;;;;
221219;0000;;;;
221220;0000;;;;
221221;0000;;;;
221222;0000;;;;
221223;0000;;;;
221224;0000;;;;
221225;0000;;;;
221226;0000;;;;
221227;0000;;;;
221228;0000;;;;
221229;0000;;;;
221230;0000;;;;
221231;0000;;;;
230101;0000;;;;
230102;0000;;;;
230103;0000;;;;
230104;0000;;;;
230105;0000;;;;
230106;0000;;;;
230107;0000;;;;
230108;0000;;;;
230109;0000;;;;
230110;0000;;;;
230111;0000;;;;
230112;0000;;;;
230113;0000;;;;
230114;0000;;;;
230115;0000;;;;
230116;0000;;;;
230117;0000;;;;
230118;0000;;;;
230119;0000;;;;
230120;0000;;;;
230121;0000;;;;
230122;0000;;;;
230123;0000;;;;
230124;0000;;;;
230125;0000;;;;
230126;0000;;;;
230127;0000;;;;
230128;0000;;;;
230129;0000;;;;
230130;0000;;;;
230131;0000;;;;
230201;0000;;;;
230202;0000;;;;
230203;0000;;;;
230204;0000;;;;
230205;0000;;;;
230206;0000;;;;
230207;0000;;;;
230208;0000;;;;
230209;0000;;;;
230210;0000;;;;
230211;0000;;;;
230212;0000;;;;
230213;0000;;;;
230214;0000;;;;
230215;0000;;;;
230216;0000;;;;
230217;0000;;;;
230218;0000;;;;
230219;0000;;;;
230220;0000;;;;
230221;0000;;;;
230222;0000;;;;
230223;0000;;;4;
230224;0000;;;2;
230225;0000;6;;;
230226;0000;7;;;
230227;0000;3;;;
230228;0000;4;;;
230301;0000;3;;;
230302;0000;2;;;
230303;0000;3;;;
230304;0000;5;;;
230305;0000;5;;;
230306;0000;3;;;
230307;0000;8;;;
230308;0000;3;;;
230309;0000;;;;
230310;0000;7;;;
230311;0000;4;;;
230312;0000;5;;;
230313;0000;8;;;
230314;0000;6;;;
230315;0000;8;;;
230316;0000;14;;;
230317;0000;12;;;
230318;0000;11;;;
230319;0000;4;;;
230320;0000;5;;;
230321;0000;6;;;
230322;0000;7;;;
230323;0000;7;;;
230324;0000;13;;;
230325;0000;9;;;
230326;0000;11;;;
230327;0000;10;;;
230328;0000;15;;;
230329;0000;27;;;
230330;0000;20;;;
230331;0000;15;;;
230401;0000;29;;;
230402;0000;13;;;
230403;0000;19;;;
230404;0000;17;;;
230405;0000;17;;;
230406;0000;13;;;
230407;0000;20;;;
230408;0000;26;;;
230409;0000;33;;;
230410;0000;38;;;
230411;0000;10;;;
230412;0000;9;;;
230413;0000;20;;;
230414;0000;13;;;
230415;0000;9;;;
230416;0000;28;;;
230417;0000;23;;;
230418;0000;15;;;
230419;0000;14;;;
230420;0000;11;;;
230421;0000;13;;;
230422;0000;25;;;
230423;0000;23;;;
230424;0000;14;;;
230425;0000;26;;;
230426;0000;26;;;
230427;0000;23;;;
230428;0000;7;;;
230429;0000;18;;;
230430;0000;29;;;
230501;0000;38;;;
230502;0000;22;;;
230503;0000;47;;;
230504;0000;93;;;
230505;0000;17;;;
230506;0000;11;;;
230507;0000;53;;;
230508;0000;39;;;
230509;0000;61;;;
230510;0000;43;;;
230511;0000;30;;;
230512;0000;38;;;
230513;0000;47;;;
230514;0000;40;;;
230515;0000;18;;;
230516;0000;49;;;
230517;0000;46;;;
230518;0000;20;;;
230519;0000;50;;;
230520;0000;27;;;
230521;0000;12;;;
230522;0000;13;;;
230523;0000;8;;;
230524;0000;11;;;
230525;0000;17;;;
230526;0000;57;;;
230527;0000;26;;;
230528;0000;32;;;
230529;0000;32;;;
230530;0000;46;;;
230531;0000;52;;;
230601;0000;20;;;
230602;0000;11;;;
230603;0000;34;;;
230604;0000;65;;;
230605;0000;18;;;
230606;0000;52;;;
230607;0000;44;;;
230608;0000;44;;;
230609;0000;26;;;
230610;0000;;;;
230611;0000;;;;
230612;0000;55;;;
230613;0000;37;;;
230614;0000;61;;;
230615;0000;35;;;
230616;0000;41;;;
230617;0000;57;;;
230618;0000;33;;;
230619;0000;45;;;
230620;0000;90;;;
230621;0000;71;;;
230622;0000;;;;
230623;0000;;;;
230624;0000;60;;;
230625;0000;14;;;
