FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200404;0000;17;;;
200405;0000;33;;;
200406;0000;69;;;
200407;0000;15;;;
200408;0000;93;;;
200409;0000;48;;;
200410;0000;27;;;
200411;0000;30;;;
200412;0000;42;;;
200413;0000;137;;;
200414;0000;72;;;
200415;0000;24;;;
200416;0000;13;;;
200417;0000;28;;;
200418;0000;26;;;
200419;0000;27;;;
200420;0000;42;;;
200421;0000;61;;;
200422;0000;120;;;
200423;0000;34;;;
200424;0000;14;;;
200425;0000;38;;;
200426;0000;54;;;
200427;0000;16;;;
200428;0000;59;;;
200429;0000;62;;;
200430;0000;59;;;
200501;0000;83;;;
200502;0000;16;;;
200503;0000;18;;;
200504;0000;88;;;
200505;0000;119;;;
200506;0000;192;;;
200507;0000;209;;;
200508;0000;65;;;
200509;0000;19;;;
200510;0000;28;;;
200511;0000;97;;;
200512;0000;151;;;
200513;0000;48;;;
200514;0000;19;;;
200515;0000;12;;;
200516;0000;45;;;
200517;0000;43;;;
200518;0000;50;;;
200519;0000;67;;;
200520;0000;125;;;
200521;0000;72;;;
200522;0000;68;;;
200523;0000;42;;;
200524;0000;53;;;
200525;0000;200;;;
200526;0000;79;;;
200527;0000;101;;;
200528;0000;165;;;
200529;0000;121;;;
200530;0000;181;;;
200531;0000;86;;;
200601;0000;32;;;
200602;0000;36;;;
200603;0000;117;;;
200604;0000;35;;;
200605;0000;20;;;
200606;0000;59;;;
200607;0000;22;;;
200608;0000;27;;;
200609;0000;17;;;
200610;0000;17;;;
200611;0000;14;;;
200612;0000;54;;;
200613;0000;34;;;
200614;0000;105;;;
200615;0000;54;;;
200616;0000;26;;;
200617;0000;15;;;
200618;0000;17;;;
200619;0000;30;;;
200620;0000;65;;;
200621;0000;39;;;
200622;0000;36;;;
200623;0000;36;;;
200624;0000;104;;;
200625;0000;45;;;
200626;0000;33;;;
200627;0000;49;;;
200628;0000;79;;;
200629;0000;73;;;
200630;0000;35;;;
200701;0000;36;;;
200702;0000;29;;;
200703;0000;39;;;
200704;0000;32;;;
200705;0000;92;;;
200706;0000;75;;;
200707;0000;43;;;
200708;0000;55;;;
200709;0000;15;;;
200710;0000;38;;;
200711;0000;40;;;
200712;0000;153;;;
200713;0000;175;;;
200714;0000;69;;;
200715;0000;187;;;
200716;0000;56;;;
200717;0000;22;;;
200718;0000;23;;;
200719;0000;39;;;
200720;0000;111;;;
200721;0000;151;;;
200722;0000;80;;;
200723;0000;72;;;
200724;0000;100;;;
200725;0000;36;;;
200726;0000;63;;;
200727;0000;170;;;
200728;0000;170;;;
200729;0000;109;;;
200730;0000;35;;;
200731;0000;17;;;
200801;0000;25;;;
200802;0000;32;;;
200803;0000;104;;;
200804;0000;77;;;
200805;0000;43;;;
200806;0000;129;;;
200807;0000;;;;
200808;0000;27;;;
200809;0000;19;;;
200810;0000;54;;;
200811;0000;55;;;
200812;0000;45;;;
200813;0000;22;;;
200814;0000;47;;;
200815;0000;35;;;
200816;0000;28;;;
200817;0000;29;;;
200818;0000;53;;;
200819;0000;69;;;
200820;0000;58;;;
200821;0000;46;;;
200822;0000;123;;;
200823;0000;57;;;
200824;0000;39;;;
200825;0000;133;;;
200826;0000;54;;;
200827;0000;28;;;
200828;0000;27;;;
200829;0000;151;;;
200830;0000;60;;;
200831;0000;20;;;
200901;0000;99;;;
200902;0000;54;;;
200903;0000;43;;;
200904;0000;59;;;
200905;0000;112;;;
200906;0000;86;;;
200907;0000;51;;;
200908;0000;18;;;
200909;0000;43;;;
200910;0000;25;;;
200911;0000;17;;;
200912;0000;16;;;
200913;0000;38;;;
200914;0000;45;;;
200915;0000;31;;;
200916;0000;33;;;
200917;0000;19;;;
200918;0000;20;;;
200919;0000;17;;;
200920;0000;39;;;
200921;0000;55;;;
200922;0000;31;;;
200923;0000;23;;;
200924;0000;26;;;
200925;0000;23;;;
200926;0000;34;;;
200927;0000;14;;;
200928;0000;17;;;
200929;0000;15;;;
200930;0000;24;;;
201001;0000;24;;;
201002;0000;37;;;
201003;0000;36;;;
201004;0000;28;;;
201005;0000;25;;;
201006;0000;12;;;
201007;0000;20;;;
201008;0000;15;;;
201009;0000;17;;;
201010;0000;13;;;
201011;0000;31;;;
201012;0000;21;;;
201013;0000;20;;;
201014;0000;19;;;
201015;0000;43;;;
201016;0000;31;;;
201017;0000;16;;;
201018;0000;10;;;
201019;0000;20;;;
201020;0000;17;;;
201021;0000;15;;;
201022;0000;17;;;
201023;0000;20;;;
201024;0000;16;;;
201025;0000;24;;;
201026;0000;18;;;
201027;0000;18;;;
201028;0000;22;;;
201029;0000;16;;;
201030;0000;12;;;
201031;0000;15;;;
201101;0000;15;;;
201102;0000;12;;;
201103;0000;16;;;
201104;0000;9;;;
201105;0000;10;;;
201106;0000;8;;;
201107;0000;8;;;
201108;0000;9;;;
201109;0000;9;;;
201110;0000;12;;;
201111;0000;13;;;
201112;0000;8;;;
201113;0000;11;;;
201114;0000;9;;;
201115;0000;9;;;
201116;0000;7;;;
201117;0000;9;;;
201118;0000;12;;;
201119;0000;11;;;
201120;0000;6;;;
201121;0000;8;;;
201122;0000;8;;;
201123;0000;8;;;
201124;0000;11;;;
201125;0000;10;;;
201126;0000;15;;;
201127;0000;10;;;
201128;0000;16;;;
201129;0000;25;;;
201130;0000;7;;;
201201;0000;7;;;
201202;0000;8;;;
201203;0000;6;;;
201204;0000;;;5;
201205;0000;;;2;
201206;0000;;;3;
201207;0000;;;3;
201208;0000;6;;;
201209;0000;5;;;
201210;0000;9;;;
201211;0000;8;;;
201212;0000;18;;;
201213;0000;23;;;
201214;0000;5;;;
201215;0000;8;;;
201216;0000;7;;;
201217;0000;7;;;
201218;0000;6;;;
201219;0000;7;;;
201220;0000;9;;;
201221;0000;6;;;
201222;0000;5;;;
201223;0000;6;;;
201224;0000;7;;;
201225;0000;6;;;
201226;0000;4;;;
201227;0000;5;;;
201228;0000;6;;;
201229;0000;7;;;
201230;0000;5;;;
201231;0000;10;;;
210101;0000;5;;;
210102;0000;6;;;
210103;0000;6;;;
210104;0000;5;;;
210105;0000;8;;;
210106;0000;5;;;
210107;0000;5;;;
210108;0000;6;;;
210109;0000;5;;;
210110;0000;7;;;
210111;0000;8;;;
210112;0000;6;;;
210113;0000;7;;;
210114;0000;6;;;
210115;0000;8;;;
210116;0000;9;;;
210117;0000;6;;;
210118;0000;5;;;
210119;0000;5;;;
210120;0000;5;;;
210121;0000;5;;;
210122;0000;8;;;
210123;0000;6;;;
210124;0000;6;;;
210125;0000;7;;;
210126;0000;6;;;
210127;0000;6;;;
210128;0000;7;;;
210129;0000;7;;;
210130;0000;5;;;
210131;0000;5;;;
210201;0000;6;;;
210202;0000;7;;;
210203;0000;8;;;
210204;0000;9;;;
210205;0000;10;;;
210206;0000;7;;;
210207;0000;10;;;
210208;0000;11;;;
210209;0000;12;;;
210210;0000;10;;;
210211;0000;8;;;
210212;0000;8;;;
210213;0000;7;;;
210214;0000;5;;;
210215;0000;7;;;
210216;0000;5;;;
210217;0000;4;;;
210218;0000;4;;;
210219;0000;10;;;
210220;0000;7;;;
210221;0000;7;;;
210222;0000;5;;;
210223;0000;4;;;
210224;0000;5;;;
210225;0000;7;;;
210226;0000;7;;;
210227;0000;7;;;
210228;0000;5;;;
210301;0000;3;;;
210302;0000;8;;;
210303;0000;9;;;
210304;0000;7;;;
210305;0000;9;;;
210306;0000;7;;;
210307;0000;6;;;
210308;0000;9;;;
210309;0000;8;;;
210310;0000;8;;;
210311;0000;10;;;
210312;0000;8;;;
210313;0000;10;;;
210314;0000;11;;;
210315;0000;7;;;
210316;0000;8;;;
210317;0000;6;;;
210318;0000;12;;;
210319;0000;12;;;
210320;0000;13;;;
210321;0000;10;;;
210322;0000;13;;;
210323;0000;14;;;
210324;0000;12;;;
210325;0000;15;;;
210326;0000;15;;;
210327;0000;19;;;
210328;0000;5;;;
210329;0000;13;;;
210330;0000;17;;;
210331;0000;13;;;
210401;0000;12;;;
210402;0000;7;;;
210403;0000;17;;;
210404;0000;19;;;
210405;0000;13;;;
210406;0000;13;;;
210407;0000;10;;;
210408;0000;7;;;
210409;0000;24;;;
210410;0000;28;;;
210411;0000;66;;;
210412;0000;35;;;
210413;0000;28;;;
210414;0000;10;;;
210415;0000;23;;;
210416;0000;95;;;
210417;0000;65;;;
210418;0000;25;;;
210419;0000;27;;;
210420;0000;27;;;
210421;0000;38;;;
210422;0000;31;;;
210423;0000;43;;;
210424;0000;149;;;
210425;0000;85;;;
210426;0000;82;;;
210427;0000;23;;;
210428;0000;70;;;
210429;0000;35;;;
210430;0000;22;;;
210501;0000;16;;;
210502;0000;49;;;
210503;0000;62;;;
210504;0000;29;;;
210505;0000;148;;;
210506;0000;65;;;
210507;0000;48;;;
210508;0000;85;;;
210509;0000;58;;;
210510;0000;45;;;
210511;0000;171;;;
210512;0000;101;;;
210513;0000;106;;;
210514;0000;82;;;
210515;0000;88;;;
210516;0000;73;;;
210517;0000;149;;;
210518;0000;54;;;
210519;0000;18;;;
210520;0000;15;;;
210521;0000;50;;;
210522;0000;78;;;
210523;0000;31;;;
210524;0000;53;;;
210525;0000;50;;;
210526;0000;29;;;
210527;0000;14;;;
210528;0000;51;;;
210529;0000;47;;;
210530;0000;27;;;
210531;0000;15;;;
210601;0000;61;;;
210602;0000;60;;;
210603;0000;19;;;
210604;0000;59;;;
210605;0000;146;;;
210606;0000;63;;;
210607;0000;15;;;
210608;0000;26;;;
210609;0000;57;;;
210610;0000;32;;;
210611;0000;19;;;
210612;0000;26;;;
210613;0000;128;;;
210614;0000;69;;;
210615;0000;67;;;
210616;0000;180;;;
210617;0000;;;;
210618;0000;421;;;
210619;0000;385;;;
210620;0000;105;;;
210621;0000;59;;;
210622;0000;72;;;
210623;0000;42;;;
210624;0000;30;;;
210625;0000;91;;;
210626;0000;149;;;
210627;0000;235;;;
210628;0000;160;;;
210629;0000;125;;;
210630;0000;68;;;
210701;0000;44;;;
210702;0000;28;;;
210703;0000;157;;;
210704;0000;76;;;
210705;0000;26;;;
210706;0000;20;;;
210707;0000;32;;;
210708;0000;34;;;
210709;0000;50;;;
210710;0000;41;;;
210711;0000;32;;;
210712;0000;131;;;
210713;0000;131;;;
210714;0000;49;;;
210715;0000;40;;;
210716;0000;63;;;
210717;0000;239;;;
210718;0000;171;;;
210719;0000;79;;;
210720;0000;43;;;
210721;0000;31;;;
210722;0000;59;;;
210723;0000;26;;;
210724;0000;55;;;
210725;0000;44;;;
210726;0000;136;;;
210727;0000;98;;;
210728;0000;72;;;
210729;0000;34;;;
210730;0000;93;;;
210731;0000;242;;;
210801;0000;215;;;
210802;0000;205;;;
210803;0000;31;;;
210804;0000;26;;;
210805;0000;23;;;
210806;0000;54;;;
210807;0000;114;;;
210808;0000;41;;;
210809;0000;72;;;
210810;0000;30;;;
210811;0000;26;;;
210812;0000;75;;;
210813;0000;72;;;
210814;0000;36;;;
210815;0000;31;;;
210816;0000;14;;;
210817;0000;19;;;
210818;0000;24;;;
210819;0000;27;;;
210820;0000;47;;;
210821;0000;24;;;
210822;0000;72;;;
210823;0000;110;;;
210824;0000;45;;;
210825;0000;14;;;
210826;0000;27;;;
210827;0000;25;;;
210828;0000;22;;;
210829;0000;28;;;
210830;0000;16;;;
210831;0000;75;;;
210901;0000;39;;;
210902;0000;78;;;
210903;0000;80;;;
210904;0000;23;;;
210905;0000;18;;;
210906;0000;76;;;
210907;0000;93;;;
210908;0000;74;;;
210909;0000;36;;;
210910;0000;38;;;
210911;0000;21;;;
210912;0000;17;;;
210913;0000;65;;;
210914;0000;29;;;
210915;0000;20;;;
210916;0000;15;;;
210917;0000;39;;;
210918;0000;40;;;
210919;0000;24;;;
210920;0000;25;;;
210921;0000;18;;;
210922;0000;39;;;
210923;0000;60;;;
210924;0000;29;;;
210925;0000;17;;;
210926;0000;65;;;
210927;0000;40;;;
210928;0000;29;;;
210929;0000;44;;;
210930;0000;21;;;
211001;0000;21;;;
211002;0000;25;;;
211003;0000;29;;;
211004;0000;44;;;
211005;0000;17;;;
211006;0000;16;;;
211007;0000;30;;;
211008;0000;31;;;
211009;0000;24;;;
211010;0000;29;;;
211011;0000;12;;;
211012;0000;23;;;
211013;0000;14;;;
211014;0000;29;;;
211015;0000;21;;;
211016;0000;13;;;
211017;0000;18;;;
211018;0000;16;;;
211019;0000;13;;;
211020;0000;12;;;
211021;0000;16;;;
211022;0000;15;;;
211023;0000;9;;;
211024;0000;8;;;
211025;0000;7;;;
211026;0000;8;;;
211027;0000;10;;;
211028;0000;9;;;
211029;0000;11;;;
211030;0000;9;;;
211031;0000;10;;;
211101;0000;10;;;
211102;0000;7;;;
211103;0000;13;;;
211104;0000;;;16;
211105;0000;;;;
211106;0000;9;;;
211107;0000;10;;;
211108;0000;8;;;
211109;0000;11;;;
211110;0000;17;;;
211111;0000;12;;;
211112;0000;10;;;
211113;0000;8;;;
211114;0000;9;;;
211115;0000;12;;;
211116;0000;10;;;
211117;0000;9;;;
211118;0000;9;;;
211119;0000;8;;;
211120;0000;6;;;
211121;0000;5;;;
211122;0000;5;;;
211123;0000;6;;;
211124;0000;4;;;
211125;0000;7;;;
211126;0000;8;;;
211127;0000;8;;;
211128;0000;11;;;
211129;0000;7;;;
211130;0000;9;;;
211201;0000;12;;;
211202;0000;10;;;
211203;0000;9;;;
211204;0000;9;;;
211205;0000;6;;;
211206;0000;8;;;
211207;0000;9;;;
211208;0000;8;;;
211209;0000;8;;;
211210;0000;6;;;
211211;0000;6;;;
211212;0000;8;;;
211213;0000;8;;;
211214;0000;5;;;
211215;0000;6;;;
211216;0000;7;;;
211217;0000;14;;;
211218;0000;11;;;
211219;0000;6;;;
211220;0000;8;;;
211221;0000;9;;;
211222;0000;9;;;
211223;0000;8;;;
211224;0000;8;;;
211225;0000;5;;;
211226;0000;4;;;
211227;0000;;;4;
211228;0000;;;5;
211229;0000;;;6;
211230;0000;;;4;
211231;0000;4;;;
220101;0000;2;;;
220102;0000;8;;;
220103;0000;3;;;
220104;0000;9;;;
220105;0000;4;;;
220106;0000;11;;;
220107;0000;3;;;
220108;0000;3;;;
220109;0000;2;;;
220110;0000;4;;;
220111;0000;4;;;
220112;0000;5;;;
220113;0000;4;;;
220114;0000;4;;;
220115;0000;4;;;
220116;0000;5;;;
220117;0000;8;;;
220118;0000;10;;;
220119;0000;5;;;
220120;0000;4;;;
220121;0000;4;;;
220122;0000;4;;;
220123;0000;2;;;
220124;0000;4;;;
220125;0000;4;;;
220126;0000;5;;;
220127;0000;8;;;
220128;0000;6;;;
220129;0000;5;;;
220130;0000;4;;;
220131;0000;6;;;
220201;0000;4;;;
220202;0000;3;;;
220203;0000;4;;;
220204;0000;2;;;
220205;0000;4;;;
220206;0000;3;;;
220207;0000;3;;;
220208;0000;4;;;
220209;0000;6;;;
220210;0000;7;;;
220211;0000;6;;;
220212;0000;5;;;
220213;0000;5;;;
220214;0000;6;;;
220215;0000;6;;;
220216;0000;3;;;
220217;0000;6;;;
220218;0000;6;;;
220219;0000;3;;;
220220;0000;5;;;
220221;0000;4;;;
220222;0000;3;;;
220223;0000;9;;;
220224;0000;6;;;
220225;0000;6;;;
220226;0000;3;;;
220227;0000;4;;;
220228;0000;10;;;
220301;0000;4;;;
220302;0000;5;;;
220303;0000;5;;;
220304;0000;13;;;
220305;0000;9;;;
220306;0000;5;;;
220307;0000;4;;;
220308;0000;11;;;
220309;0000;15;;;
220310;0000;8;;;
220311;0000;4;;;
220312;0000;5;;;
220313;0000;10;;;
220314;0000;7;;;
220315;0000;5;;;
220316;0000;12;;;
220317;0000;13;;;
220318;0000;13;;;
220319;0000;50;;;
220320;0000;28;;;
220321;0000;13;;;
220322;0000;11;;;
220323;0000;20;;;
220324;0000;38;;;
220325;0000;15;;;
220326;0000;19;;;
220327;0000;21;;;
220328;0000;12;;;
220329;0000;29;;;
220330;0000;47;;;
220331;0000;;;;
220401;0000;;;;
220402;0000;28;;;
220403;0000;60;;;
220404;0000;20;;;
220405;0000;24;;;
220406;0000;12;;;
220407;0000;16;;;
220408;0000;10;;;
220409;0000;31;;;
220410;0000;37;;;
220411;0000;26;;;
220412;0000;72;;;
220413;0000;55;;;
220414;0000;48;;;
220415;0000;69;;;
220416;0000;36;;;
220417;0000;56;;;
220418;0000;34;;;
220419;0000;35;;;
220420;0000;32;;;
220421;0000;10;;;
220422;0000;8;;;
220423;0000;10;;;
220424;0000;14;;;
220425;0000;9;;;
220426;0000;18;;;
220427;0000;20;;;
220428;0000;151;;;
220429;0000;129;;;
220430;0000;156;;;
220501;0000;80;;;
220502;0000;74;;;
220503;0000;30;;;
220504;0000;31;;;
220505;0000;40;;;
220506;0000;35;;;
220507;0000;12;;;
220508;0000;22;;;
220509;0000;28;;;
220510;0000;66;;;
220511;0000;87;;;
220512;0000;55;;;
220513;0000;187;;;
220514;0000;40;;;
220515;0000;44;;;
220516;0000;165;;;
220517;0000;198;;;
220518;0000;111;;;
220519;0000;27;;;
220520;0000;16;;;
220521;0000;7;;;
220522;0000;15;;;
220523;0000;27;;;
220524;0000;85;;;
220525;0000;83;;;
220526;0000;70;;;
220527;0000;143;;;
220528;0000;134;;;
220529;0000;127;;;
220530;0000;140;;;
220531;0000;244;;;
220601;0000;94;;;
220602;0000;174;;;
220603;0000;76;;;
220604;0000;89;;;
220605;0000;55;;;
220606;0000;7;;;
220607;0000;76;;;
220608;0000;33;;;
220609;0000;219;;;
220610;0000;197;;;
220611;0000;259;;;
220612;0000;97;;;
220613;0000;34;;;
220614;0000;80;;;
220615;0000;51;;;
220616;0000;39;;;
220617;0000;112;;;
220618;0000;28;;;
220619;0000;56;;;
220620;0000;33;;;
220621;0000;65;;;
220622;0000;189;;;
220623;0000;123;;;
220624;0000;63;;;
220625;0000;131;;;
220626;0000;321;;;
220627;0000;124;;;
220628;0000;10;;;
220629;0000;34;;;
220630;0000;34;;;
220701;0000;40;;;
220702;0000;57;;;
220703;0000;19;;;
220704;0000;17;;;
220705;0000;21;;;
220706;0000;37;;;
220707;0000;24;;;
220708;0000;18;;;
220709;0000;31;;;
220710;0000;33;;;
220711;0000;32;;;
220712;0000;69;;;
220713;0000;103;;;
220714;0000;147;;;
220715;0000;143;;;
220716;0000;103;;;
220717;0000;53;;;
220718;0000;278;;;
220719;0000;38;;;
220720;0000;38;;;
220721;0000;84;;;
220722;0000;23;;;
220723;0000;22;;;
220724;0000;81;;;
220725;0000;36;;;
220726;0000;86;;;
220727;0000;140;;;
220728;0000;180;;;
220729;0000;96;;;
220730;0000;61;;;
220731;0000;55;;;
220801;0000;69;;;
220802;0000;258;;;
220803;0000;108;;;
220804;0000;67;;;
220805;0000;39;;;
220806;0000;34;;;
220807;0000;60;;;
220808;0000;146;;;
220809;0000;126;;;
220810;0000;73;;;
220811;0000;16;;;
220812;0000;22;;;
220813;0000;14;;;
220814;0000;49;;;
220815;0000;18;;;
220816;0000;32;;;
220817;0000;131;;;
220818;0000;74;;;
220819;0000;158;;;
220820;0000;74;;;
220821;0000;31;;;
220822;0000;69;;;
220823;0000;22;;;
220824;0000;116;;;
220825;0000;58;;;
220826;0000;36;;;
220827;0000;77;;;
220828;0000;120;;;
220829;0000;182;;;
220830;0000;87;;;
220831;0000;85;;;
220901;0000;49;;;
220902;0000;65;;;
220903;0000;106;;;
220904;0000;120;;;
220905;0000;114;;;
220906;0000;38;;;
220907;0000;15;;;
220908;0000;44;;;
220909;0000;80;;;
220910;0000;45;;;
220911;0000;58;;;
220912;0000;60;;;
220913;0000;29;;;
220914;0000;10;;;
220915;0000;18;;;
220916;0000;58;;;
220917;0000;32;;;
220918;0000;68;;;
220919;0000;69;;;
220920;0000;49;;;
220921;0000;31;;;
220922;0000;17;;;
220923;0000;20;;;
220924;0000;28;;;
220925;0000;39;;;
220926;0000;20;;;
220927;0000;22;;;
220928;0000;12;;;
220929;0000;31;;;
220930;0000;31;;;
221001;0000;23;;;
221002;0000;43;;;
221003;0000;13;;;
221004;0000;24;;;
221005;0000;34;;;
221006;0000;12;;;
221007;0000;8;;;
221008;0000;19;;;
221009;0000;11;;;
221010;0000;23;;;
221011;0000;31;;;
221012;0000;16;;;
221013;0000;51;;;
221014;0000;21;;;
221015;0000;16;;;
221016;0000;14;;;
221017;0000;10;;;
221018;0000;11;;;
221019;0000;9;;;
221020;0000;9;;;
221021;0000;11;;;
221022;0000;15;;;
221023;0000;10;;;
221024;0000;18;;;
221025;0000;26;;;
221026;0000;12;;;
221027;0000;15;;;
221028;0000;14;;;
221029;0000;11;;;
221030;0000;11;;;
221031;0000;10;;;
221101;0000;8;;;
221102;0000;14;;;
221103;0000;10;;;
221104;0000;10;;;
221105;0000;9;;;
221106;0000;11;;;
221107;0000;9;;;
221108;0000;7;;;
221109;0000;9;;;
221110;0000;7;;;
221111;0000;22;;;
221112;0000;14;;;
221113;0000;6;;;
221114;0000;7;;;
221115;0000;8;;;
221116;0000;6;;;
221117;0000;6;;;
221118;0000;4;;;
221119;0000;11;;;
221120;0000;8;;;
221121;0000;9;;;
221122;0000;5;;;
221123;0000;3;;;
221124;0000;7;;;
221125;0000;7;;;
221126;0000;5;;;
221127;0000;4;;;
221128;0000;6;;;
221129;0000;6;;;
221130;0000;7;;;
221201;0000;7;;;
221202;0000;7;;;
221203;0000;7;;;
221204;0000;;;;
221205;0000;;;;
221206;0000;6;;;
221207;0000;5;;;
221208;0000;5;;;
221209;0000;5;;;
221210;0000;6;;;
221211;0000;5;;;
221212;0000;5;;;
221213;0000;4;;;
221214;0000;4;;;
221215;0000;5;;;
221216;0000;5;;;
221217;0000;4;;;
221218;0000;4;;;
221219;0000;4;;;
221220;0000;4;;;
221221;0000;4;;;
221222;0000;3;;;
221223;0000;4;;;
221224;0000;4;;;
221225;0000;3;;;
221226;0000;6;;;
221227;0000;6;;;
221228;0000;5;;;
221229;0000;4;;;
221230;0000;;;4;
221231;0000;;;5;
230101;0000;;;5;
230102;0000;;;4;
230103;0000;;;5;
230104;0000;3;;;
230105;0000;3;;;
230106;0000;4;;;
230107;0000;5;;;
230108;0000;3;;;
230109;0000;3;;;
230110;0000;4;;;
230111;0000;5;;;
230112;0000;4;;;
230113;0000;3;;;
230114;0000;3;;;
230115;0000;3;;;
230116;0000;5;;;
230117;0000;4;;;
230118;0000;5;;;
230119;0000;4;;;
230120;0000;3;;;
230121;0000;3;;;
230122;0000;3;;;
230123;0000;3;;;
230124;0000;3;;;
230125;0000;4;;;
230126;0000;2;;;
230127;0000;4;;;
230128;0000;2;;;
230129;0000;2;;;
230130;0000;3;;;
230131;0000;4;;;
230201;0000;2;;;
230202;0000;2;;;
230203;0000;4;;;
230204;0000;6;;;
230205;0000;4;;;
230206;0000;6;;;
230207;0000;5;;;
230208;0000;5;;;
230209;0000;12;;;
230210;0000;4;;;
230211;0000;6;;;
230212;0000;4;;;
230213;0000;7;;;
230214;0000;8;;;
230215;0000;4;;;
230216;0000;6;;;
230217;0000;4;;;
230218;0000;6;;;
230219;0000;5;;;
230220;0000;5;;;
230221;0000;5;;;
230222;0000;7;;;
230223;0000;4;;;
230224;0000;6;;;
230225;0000;6;;;
230226;0000;10;;;
230227;0000;7;;;
230228;0000;6;;;
230301;0000;5;;;
230302;0000;4;;;
230303;0000;6;;;
230304;0000;8;;;
230305;0000;6;;;
230306;0000;5;;;
230307;0000;7;;;
230308;0000;9;;;
230309;0000;12;;;
230310;0000;9;;;
230311;0000;5;;;
230312;0000;7;;;
230313;0000;8;;;
230314;0000;7;;;
230315;0000;8;;;
230316;0000;15;;;
230317;0000;13;;;
230318;0000;14;;;
230319;0000;9;;;
230320;0000;12;;;
230321;0000;;;;
230322;0000;;;;
230323;0000;;;;
230324;0000;;;;
230325;0000;;;;
230326;0000;;;;
230327;0000;;;;
230328;0000;20;;;
230329;0000;49;;;
230330;0000;44;;;
230331;0000;41;;;
230401;0000;14;;;
230402;0000;10;;;
230403;0000;63;;;
230404;0000;66;;;
230405;0000;22;;;
230406;0000;32;;;
230407;0000;44;;;
230408;0000;116;;;
230409;0000;47;;;
230410;0000;41;;;
230411;0000;17;;;
230412;0000;10;;;
230413;0000;28;;;
230414;0000;33;;;
230415;0000;17;;;
230416;0000;36;;;
230417;0000;29;;;
230418;0000;13;;;
230419;0000;11;;;
230420;0000;12;;;
230421;0000;35;;;
230422;0000;21;;;
230423;0000;23;;;
230424;0000;17;;;
230425;0000;25;;;
230426;0000;17;;;
230427;0000;17;;;
230428;0000;9;;;
230429;0000;16;;;
230430;0000;48;;;
230501;0000;58;;;
230502;0000;32;;;
230503;0000;89;;;
230504;0000;130;;;
230505;0000;19;;;
230506;0000;10;;;
230507;0000;47;;;
230508;0000;50;;;
230509;0000;151;;;
230510;0000;73;;;
230511;0000;23;;;
230512;0000;19;;;
230513;0000;68;;;
230514;0000;40;;;
230515;0000;14;;;
230516;0000;77;;;
230517;0000;36;;;
230518;0000;24;;;
230519;0000;137;;;
230520;0000;45;;;
230521;0000;47;;;
230522;0000;61;;;
230523;0000;13;;;
230524;0000;24;;;
230525;0000;57;;;
230526;0000;136;;;
230527;0000;56;;;
230528;0000;117;;;
230529;0000;63;;;
230530;0000;29;;;
230531;0000;101;;;
230601;0000;51;;;
230602;0000;19;;;
230603;0000;30;;;
230604;0000;84;;;
230605;0000;15;;;
230606;0000;150;;;
230607;0000;34;;;
230608;0000;21;;;
230609;0000;35;;;
230610;0000;74;;;
230611;0000;127;;;
230612;0000;30;;;
230613;0000;50;;;
230614;0000;49;;;
230615;0000;21;;;
230616;0000;58;;;
230617;0000;120;;;
230618;0000;63;;;
230619;0000;102;;;
