FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210311;0000;5;;;
210312;0000;8;;;
210313;0000;12;;;
210314;0000;12;;;
210315;0000;12;;;
210316;0000;17;;;
210317;0000;11;;;
210318;0000;9;;;
210319;0000;9;;;
210320;0000;5;;;
210321;0000;9;;;
210322;0000;13;;;
210323;0000;7;;;
210324;0000;9;;;
210325;0000;12;;;
210326;0000;14;;;
210327;0000;10;;;
210328;0000;12;;;
210329;0000;13;;;
210330;0000;27;;;
210331;0000;19;;;
210401;0000;16;;;
210402;0000;14;;;
210403;0000;14;;;
210404;0000;10;;;
210405;0000;10;;;
210406;0000;11;;;
210407;0000;14;;;
210408;0000;13;;;
210409;0000;15;;;
210410;0000;19;;;
210411;0000;11;;;
210412;0000;13;;;
210413;0000;10;;;
210414;0000;10;;;
210415;0000;11;;;
210416;0000;17;;;
210417;0000;15;;;
210418;0000;12;;;
210419;0000;4;;;
210420;0000;12;;;
210421;0000;15;;;
210422;0000;28;;;
210423;0000;33;;;
210424;0000;31;;;
210425;0000;30;;;
210426;0000;28;;;
210427;0000;25;;;
210428;0000;23;;;
210429;0000;31;;;
210430;0000;13;;;
210501;0000;8;;;
210502;0000;26;;;
210503;0000;20;;;
210504;0000;17;;;
210505;0000;40;;;
210506;0000;50;;;
210507;0000;46;;;
210508;0000;41;;;
210509;0000;12;;;
210510;0000;37;;;
210511;0000;62;;;
210512;0000;53;;;
210513;0000;72;;;
210514;0000;54;;;
210515;0000;50;;;
210516;0000;45;;;
210517;0000;60;;;
210518;0000;36;;;
210519;0000;13;;;
210520;0000;57;;;
210521;0000;32;;;
210522;0000;35;;;
210523;0000;29;;;
210524;0000;49;;;
210525;0000;44;;;
210526;0000;33;;;
210527;0000;13;;;
210528;0000;32;;;
210529;0000;41;;;
210530;0000;20;;;
210531;0000;7;;;
210601;0000;13;;;
210602;0000;24;;;
210603;0000;16;;;
210604;0000;20;;;
210605;0000;40;;;
210606;0000;60;;;
210607;0000;33;;;
210608;0000;13;;;
210609;0000;16;;;
210610;0000;;;;
210611;0000;;;;
210612;0000;28;;;
210613;0000;19;;;
210614;0000;9;;;
210615;0000;32;;;
210616;0000;36;;;
210617;0000;29;;;
210618;0000;45;;;
210619;0000;61;;;
210620;0000;32;;;
210621;0000;;;10;
210622;0000;14;;;
210623;0000;4;;;
210624;0000;24;;;
210625;0000;41;;;
210626;0000;;;55;
210627;0000;37;;;
210628;0000;35;;;
210629;0000;39;;;
210630;0000;51;;;
210701;0000;47;;;
210702;0000;31;;;
210703;0000;46;;;
210704;0000;26;;;
210705;0000;25;;;
210706;0000;21;;;
210707;0000;36;;;
210708;0000;17;;;
210709;0000;34;;;
210710;0000;33;;;
210711;0000;48;;;
210712;0000;23;;;
210713;0000;;;;
210714;0000;;;;
210715;0000;34;;;
210716;0000;56;;;
210717;0000;17;;;
210718;0000;34;;;
210719;0000;39;;;
210720;0000;41;;;
210721;0000;34;;;
210722;0000;33;;;
210723;0000;36;;;
210724;0000;21;;;
210725;0000;14;;;
210726;0000;20;;;
210727;0000;21;;;
210728;0000;17;;;
210729;0000;24;;;
210730;0000;33;;;
210731;0000;18;;;
210801;0000;38;;;
210802;0000;26;;;
210803;0000;45;;;
210804;0000;25;;;
210805;0000;22;;;
210806;0000;32;;;
210807;0000;36;;;
210808;0000;41;;;
210809;0000;50;;;
210810;0000;33;;;
210811;0000;61;;;
210812;0000;58;;;
210813;0000;36;;;
210814;0000;28;;;
210815;0000;16;;;
210816;0000;10;;;
210817;0000;8;;;
210818;0000;5;;;
210819;0000;4;;;
210820;0000;13;;;
210821;0000;8;;;
210822;0000;22;;;
210823;0000;22;;;
210824;0000;20;;;
210825;0000;25;;;
210826;0000;14;;;
210827;0000;28;;;
210828;0000;30;;;
210829;0000;14;;;
210830;0000;12;;;
210831;0000;29;;;
210901;0000;19;;;
210902;0000;33;;;
210903;0000;18;;;
210904;0000;7;;;
210905;0000;19;;;
210906;0000;24;;;
210907;0000;26;;;
210908;0000;17;;;
210909;0000;24;;;
210910;0000;14;;;
210911;0000;5;;;
210912;0000;8;;;
210913;0000;25;;;
210914;0000;16;;;
210915;0000;22;;;
210916;0000;12;;;
210917;0000;8;;;
210918;0000;12;;;
210919;0000;18;;;
210920;0000;11;;;
210921;0000;14;;;
210922;0000;12;;;
210923;0000;23;;;
210924;0000;14;;;
210925;0000;10;;;
210926;0000;13;;;
210927;0000;8;;;
210928;0000;13;;;
210929;0000;12;;;
210930;0000;7;;;
211001;0000;16;;;
211002;0000;12;;;
211003;0000;13;;;
211004;0000;15;;;
211005;0000;9;;;
211006;0000;8;;;
211007;0000;10;;;
211008;0000;7;;;
211009;0000;15;;;
211010;0000;16;;;
211011;0000;12;;;
211012;0000;7;;;
211013;0000;6;;;
211014;0000;9;;;
211015;0000;12;;;
211016;0000;15;;;
211017;0000;10;;;
211018;0000;7;;;
211019;0000;8;;;
211020;0000;6;;;
211021;0000;7;;;
211022;0000;5;;;
211023;0000;7;;;
211024;0000;7;;;
211025;0000;5;;;
211026;0000;4;;;
211027;0000;6;;;
211028;0000;7;;;
211029;0000;8;;;
211030;0000;7;;;
211031;0000;12;;;
211101;0000;10;;;
211102;0000;5;;;
211103;0000;3;;;
211104;0000;5;;;
211105;0000;6;;;
211106;0000;8;;;
211107;0000;7;;;
211108;0000;4;;;
211109;0000;8;;;
211110;0000;5;;;
211111;0000;5;;;
211112;0000;3;;;
211113;0000;3;;;
211114;0000;5;;;
211115;0000;3;;;
211116;0000;4;;;
211117;0000;7;;;
211118;0000;5;;;
211119;0000;8;;;
211120;0000;12;;;
211121;0000;6;;;
211122;0000;3;;;
211123;0000;6;;;
211124;0000;3;;;
211125;0000;5;;;
211126;0000;4;;;
211127;0000;6;;;
211128;0000;7;;;
211129;0000;;;3;
211130;0000;;;0;
211201;0000;;;0;
211202;0000;;;4;
211203;0000;9;;;
211204;0000;39;;;
211205;0000;23;;;
211206;0000;8;;;
211207;0000;6;;;
211208;0000;7;;;
211209;0000;8;;;
211210;0000;12;;;
211211;0000;4;;;
211212;0000;2;;;
211213;0000;3;;;
211214;0000;3;;;
211215;0000;4;;;
211216;0000;7;;;
211217;0000;4;;;
211218;0000;8;;;
211219;0000;8;;;
211220;0000;9;;;
211221;0000;;;;
211222;0000;;;;
211223;0000;9;;;
211224;0000;10;;;
211225;0000;7;;;
211226;0000;9;;;
211227;0000;14;;;
211228;0000;15;;;
211229;0000;9;;;
211230;0000;4;;;
211231;0000;3;;;
220101;0000;3;;;
220102;0000;3;;;
220103;0000;2;;;
220104;0000;3;;;
220105;0000;8;;;
220106;0000;6;;;
220107;0000;6;;;
220108;0000;5;;;
220109;0000;2;;;
220110;0000;4;;;
220111;0000;7;;;
220112;0000;7;;;
220113;0000;6;;;
220114;0000;4;;;
220115;0000;5;;;
220116;0000;2;;;
220117;0000;2;;;
220118;0000;4;;;
220119;0000;4;;;
220120;0000;4;;;
220121;0000;2;;;
220122;0000;2;;;
220123;0000;2;;;
220124;0000;5;;;
220125;0000;6;;;
220126;0000;7;;;
220127;0000;7;;;
220128;0000;2;;;
220129;0000;5;;;
220130;0000;5;;;
220131;0000;4;;;
220201;0000;11;;;
220202;0000;6;;;
220203;0000;7;;;
220204;0000;5;;;
220205;0000;6;;;
220206;0000;6;;;
220207;0000;11;;;
220208;0000;6;;;
220209;0000;10;;;
220210;0000;18;;;
220211;0000;12;;;
220212;0000;20;;;
220213;0000;15;;;
220214;0000;10;;;
220215;0000;7;;;
220216;0000;10;;;
220217;0000;36;;;
220218;0000;19;;;
220219;0000;14;;;
220220;0000;2;;;
220221;0000;9;;;
220222;0000;5;;;
220223;0000;5;;;
220224;0000;3;;;
220225;0000;5;;;
220226;0000;2;;;
220227;0000;1;;;
220228;0000;2;;;
220301;0000;5;;;
220302;0000;7;;;
220303;0000;5;;;
220304;0000;3;;;
220305;0000;6;;;
220306;0000;2;;;
220307;0000;;;;
220308;0000;;;;
220309;0000;;;1;
220310;0000;;;3;
220311;0000;4;;;
220312;0000;14;;;
220313;0000;12;;;
220314;0000;9;;;
220315;0000;19;;;
220316;0000;19;;;
220317;0000;6;;;
220318;0000;7;;;
220319;0000;16;;;
220320;0000;4;;;
220321;0000;2;;;
220322;0000;3;;;
220323;0000;4;;;
220324;0000;6;;;
220325;0000;6;;;
220326;0000;8;;;
220327;0000;4;;;
220328;0000;5;;;
220329;0000;6;;;
220330;0000;5;;;
220331;0000;13;;;
220401;0000;13;;;
220402;0000;7;;;
220403;0000;4;;;
220404;0000;8;;;
220405;0000;13;;;
220406;0000;6;;;
220407;0000;7;;;
220408;0000;11;;;
220409;0000;;;6;
220410;0000;;;11;
220411;0000;12;;;
220412;0000;11;;;
220413;0000;16;;;
220414;0000;15;;;
220415;0000;14;;;
220416;0000;21;;;
220417;0000;38;;;
220418;0000;18;;;
220419;0000;15;;;
220420;0000;19;;;
220421;0000;18;;;
220422;0000;5;;;
220423;0000;8;;;
220424;0000;;;;
220425;0000;;;;
220426;0000;;;;
220427;0000;22;;;
220428;0000;18;;;
220429;0000;27;;;
220430;0000;38;;;
220501;0000;47;;;
220502;0000;24;;;
220503;0000;21;;;
220504;0000;28;;;
220505;0000;41;;;
220506;0000;43;;;
220507;0000;21;;;
220508;0000;28;;;
220509;0000;29;;;
220510;0000;29;;;
220511;0000;32;;;
220512;0000;29;;;
220513;0000;11;;;
220514;0000;30;;;
220515;0000;24;;;
220516;0000;36;;;
220517;0000;31;;;
220518;0000;33;;;
220519;0000;21;;;
220520;0000;47;;;
220521;0000;22;;;
220522;0000;22;;;
220523;0000;23;;;
220524;0000;31;;;
220525;0000;36;;;
220526;0000;25;;;
220527;0000;43;;;
220528;0000;33;;;
220529;0000;57;;;
220530;0000;49;;;
220531;0000;59;;;
220601;0000;50;;;
220602;0000;55;;;
220603;0000;9;;;
220604;0000;7;;;
220605;0000;9;;;
220606;0000;14;;;
220607;0000;;;;
220608;0000;22;;;
220609;0000;17;;;
220610;0000;29;;;
220611;0000;29;;;
220612;0000;17;;;
220613;0000;27;;;
220614;0000;21;;;
220615;0000;34;;;
220616;0000;20;;;
220617;0000;32;;;
220618;0000;44;;;
220619;0000;60;;;
220620;0000;32;;;
220621;0000;40;;;
220622;0000;24;;;
220623;0000;10;;;
220624;0000;19;;;
220625;0000;31;;;
220626;0000;30;;;
220627;0000;21;;;
220628;0000;6;;;
220629;0000;34;;;
220630;0000;23;;;
220701;0000;39;;;
220702;0000;47;;;
220703;0000;27;;;
220704;0000;20;;;
220705;0000;6;;;
220706;0000;29;;;
220707;0000;86;;;
220708;0000;26;;;
220709;0000;9;;;
220710;0000;44;;;
220711;0000;17;;;
220712;0000;15;;;
220713;0000;39;;;
220714;0000;31;;;
220715;0000;27;;;
220716;0000;25;;;
220717;0000;16;;;
220718;0000;28;;;
220719;0000;68;;;
220720;0000;30;;;
220721;0000;;;;
220722;0000;15;;;
220723;0000;6;;;
220724;0000;10;;;
220725;0000;8;;;
220726;0000;11;;;
220727;0000;42;;;
220728;0000;14;;;
220729;0000;23;;;
220730;0000;26;;;
220731;0000;34;;;
220801;0000;53;;;
220802;0000;61;;;
220803;0000;38;;;
220804;0000;16;;;
220805;0000;26;;;
220806;0000;25;;;
220807;0000;15;;;
220808;0000;19;;;
220809;0000;24;;;
220810;0000;42;;;
220811;0000;26;;;
220812;0000;7;;;
220813;0000;7;;;
220814;0000;18;;;
220815;0000;19;;;
220816;0000;8;;;
220817;0000;39;;;
220818;0000;23;;;
220819;0000;26;;;
220820;0000;32;;;
220821;0000;20;;;
220822;0000;22;;;
220823;0000;17;;;
220824;0000;21;;;
220825;0000;21;;;
220826;0000;30;;;
220827;0000;25;;;
220828;0000;12;;;
220829;0000;14;;;
220830;0000;17;;;
220831;0000;33;;;
220901;0000;17;;;
220902;0000;18;;;
220903;0000;27;;;
220904;0000;21;;;
220905;0000;22;;;
220906;0000;23;;;
220907;0000;7;;;
220908;0000;25;;;
220909;0000;20;;;
220910;0000;15;;;
220911;0000;26;;;
220912;0000;25;;;
220913;0000;27;;;
220914;0000;19;;;
220915;0000;6;;;
220916;0000;5;;;
220917;0000;9;;;
220918;0000;21;;;
220919;0000;11;;;
220920;0000;6;;;
220921;0000;8;;;
220922;0000;11;;;
220923;0000;8;;;
220924;0000;11;;;
220925;0000;14;;;
220926;0000;17;;;
220927;0000;11;;;
220928;0000;12;;;
220929;0000;9;;;
220930;0000;15;;;
221001;0000;12;;;
221002;0000;13;;;
221003;0000;8;;;
221004;0000;15;;;
221005;0000;7;;;
221006;0000;7;;;
221007;0000;19;;;
221008;0000;17;;;
221009;0000;9;;;
221010;0000;10;;;
221011;0000;11;;;
221012;0000;7;;;
221013;0000;15;;;
221014;0000;11;;;
221015;0000;10;;;
221016;0000;8;;;
221017;0000;12;;;
221018;0000;6;;;
221019;0000;13;;;
221020;0000;5;;;
221021;0000;10;;;
221022;0000;11;;;
221023;0000;7;;;
221024;0000;7;;;
221025;0000;8;;;
221026;0000;6;;;
221027;0000;8;;;
221028;0000;6;;;
221029;0000;6;;;
221030;0000;10;;;
221031;0000;4;;;
221101;0000;6;;;
221102;0000;15;;;
221103;0000;18;;;
221104;0000;12;;;
221105;0000;15;;;
221106;0000;11;;;
221107;0000;12;;;
221108;0000;;;;
221109;0000;;;;
221110;0000;9;;;
221111;0000;7;;;
221112;0000;;;3;
221113;0000;;;3;
221114;0000;8;;;
221115;0000;7;;;
221116;0000;7;;;
221117;0000;11;;;
221118;0000;6;;;
221119;0000;6;;;
221120;0000;8;;;
221121;0000;9;;;
221122;0000;;;6;
221123;0000;;;2;
221124;0000;;;2;
221125;0000;;;5;
221126;0000;17;;;
221127;0000;9;;;
221128;0000;10;;;
221129;0000;8;;;
221130;0000;6;;;
221201;0000;4;;;
221202;0000;6;;;
221203;0000;3;;;
221204;0000;7;;;
221205;0000;4;;;
221206;0000;8;;;
221207;0000;3;;;
221208;0000;2;;;
221209;0000;3;;;
221210;0000;4;;;
221211;0000;26;;;
221212;0000;2;;;
221213;0000;3;;;
221214;0000;2;;;
221215;0000;4;;;
221216;0000;8;;;
221217;0000;5;;;
221218;0000;8;;;
221219;0000;2;;;
221220;0000;3;;;
221221;0000;3;;;
221222;0000;3;;;
221223;0000;5;;;
221224;0000;3;;;
221225;0000;7;;;
221226;0000;7;;;
221227;0000;8;;;
221228;0000;7;;;
221229;0000;8;;;
221230;0000;30;;;
221231;0000;12;;;
230101;0000;10;;;
230102;0000;6;;;
230103;0000;6;;;
230104;0000;12;;;
230105;0000;5;;;
230106;0000;5;;;
230107;0000;3;;;
230108;0000;5;;;
230109;0000;4;;;
230110;0000;3;;;
230111;0000;3;;;
230112;0000;5;;;
230113;0000;5;;;
230114;0000;5;;;
230115;0000;4;;;
230116;0000;7;;;
230117;0000;9;;;
230118;0000;10;;;
230119;0000;6;;;
230120;0000;8;;;
230121;0000;5;;;
230122;0000;5;;;
230123;0000;3;;;
230124;0000;3;;;
230125;0000;4;;;
230126;0000;4;;;
230127;0000;4;;;
230128;0000;7;;;
230129;0000;5;;;
230130;0000;4;;;
230131;0000;7;;;
230201;0000;11;;;
230202;0000;10;;;
230203;0000;40;;;
230204;0000;31;;;
230205;0000;328;;;
230206;0000;97;;;
230207;0000;68;;;
230208;0000;76;;;
230209;0000;74;;;
230210;0000;24;;;
230211;0000;39;;;
230212;0000;4;;;
230213;0000;3;;;
230214;0000;6;;;
230215;0000;4;;;
230216;0000;7;;;
230217;0000;12;;;
230218;0000;27;;;
230219;0000;65;;;
230220;0000;62;;;
230221;0000;103;;;
230222;0000;51;;;
230223;0000;60;;;
230224;0000;11;;;
230225;0000;6;;;
230226;0000;7;;;
230227;0000;7;;;
230228;0000;9;;;
230301;0000;5;;;
230302;0000;6;;;
230303;0000;5;;;
230304;0000;4;;;
230305;0000;4;;;
230306;0000;6;;;
230307;0000;5;;;
230308;0000;1;;;
230309;0000;5;;;
230310;0000;8;;;
230311;0000;3;;;
230312;0000;3;;;
230313;0000;5;;;
230314;0000;2;;;
230315;0000;2;;;
230316;0000;3;;;
230317;0000;4;;;
230318;0000;7;;;
230319;0000;5;;;
230320;0000;5;;;
230321;0000;8;;;
230322;0000;10;;;
230323;0000;6;;;
230324;0000;9;;;
230325;0000;7;;;
230326;0000;12;;;
230327;0000;10;;;
230328;0000;2;;;
230329;0000;4;;;
230330;0000;9;;;
230331;0000;16;;;
230401;0000;11;;;
230402;0000;19;;;
230403;0000;8;;;
230404;0000;8;;;
230405;0000;7;;;
230406;0000;9;;;
230407;0000;12;;;
230408;0000;16;;;
230409;0000;10;;;
230410;0000;5;;;
230411;0000;4;;;
230412;0000;8;;;
230413;0000;4;;;
230414;0000;10;;;
230415;0000;11;;;
230416;0000;21;;;
230417;0000;12;;;
230418;0000;14;;;
230419;0000;9;;;
230420;0000;10;;;
230421;0000;15;;;
230422;0000;12;;;
230423;0000;23;;;
230424;0000;18;;;
230425;0000;23;;;
230426;0000;26;;;
230427;0000;8;;;
230428;0000;;;;
230429;0000;;;;
230430;0000;;;;
230501;0000;23;;;
230502;0000;43;;;
230503;0000;66;;;
230504;0000;53;;;
230505;0000;26;;;
230506;0000;22;;;
230507;0000;37;;;
230508;0000;25;;;
230509;0000;;;16;
230510;0000;;;46;
230511;0000;46;;;
230512;0000;21;;;
230513;0000;19;;;
230514;0000;17;;;
230515;0000;15;;;
230516;0000;14;;;
230517;0000;19;;;
230518;0000;41;;;
230519;0000;64;;;
230520;0000;24;;;
230521;0000;7;;;
230522;0000;11;;;
230523;0000;;;;
230524;0000;23;;;
230525;0000;23;;;
230526;0000;21;;;
230527;0000;47;;;
230528;0000;33;;;
230529;0000;45;;;
230530;0000;52;;;
230531;0000;19;;;
230601;0000;12;;;
230602;0000;10;;;
230603;0000;28;;;
230604;0000;22;;;
230605;0000;33;;;
230606;0000;12;;;
230607;0000;22;;;
230608;0000;;;;
230609;0000;24;;;
230610;0000;61;;;
230611;0000;43;;;
230612;0000;26;;;
230613;0000;38;;;
230614;0000;59;;;
230615;0000;46;;;
230616;0000;16;;;
230617;0000;26;;;
230618;0000;39;;;
230619;0000;35;;;
