FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200821;0000;32;;;
200822;0000;19;;;
200823;0000;12;;;
200824;0000;7;;;
200825;0000;5;;;
200826;0000;5;;;
200827;0000;9;;;
200828;0000;8;;;
200829;0000;14;;;
200830;0000;20;;;
200831;0000;32;;;
200901;0000;36;;;
200902;0000;15;;;
200903;0000;24;;;
200904;0000;13;;;
200905;0000;18;;;
200906;0000;15;;;
200907;0000;14;;;
200908;0000;35;;;
200909;0000;12;;;
200910;0000;10;;;
200911;0000;12;;;
200912;0000;12;;;
200913;0000;14;;;
200914;0000;12;;;
200915;0000;13;;;
200916;0000;7;;;
200917;0000;9;;;
200918;0000;9;;;
200919;0000;5;;;
200920;0000;8;;;
200921;0000;14;;;
200922;0000;12;;;
200923;0000;13;;;
200924;0000;14;;;
200925;0000;8;;;
200926;0000;22;;;
200927;0000;14;;;
200928;0000;9;;;
200929;0000;3;;;
200930;0000;7;;;
201001;0000;8;;;
201002;0000;9;;;
201003;0000;4;;;
201004;0000;14;;;
201005;0000;6;;;
201006;0000;8;;;
201007;0000;8;;;
201008;0000;7;;;
201009;0000;10;;;
201010;0000;5;;;
201011;0000;9;;;
201012;0000;13;;;
201013;0000;11;;;
201014;0000;9;;;
201015;0000;17;;;
201016;0000;9;;;
201017;0000;6;;;
201018;0000;7;;;
201019;0000;6;;;
201020;0000;7;;;
201021;0000;9;;;
201022;0000;10;;;
201023;0000;5;;;
201024;0000;12;;;
201025;0000;4;;;
201026;0000;5;;;
201027;0000;4;;;
201028;0000;5;;;
201029;0000;12;;;
201030;0000;12;;;
201031;0000;14;;;
201101;0000;7;;;
201102;0000;7;;;
201103;0000;12;;;
201104;0000;6;;;
201105;0000;7;;;
201106;0000;10;;;
201107;0000;12;;;
201108;0000;9;;;
201109;0000;11;;;
201110;0000;10;;;
201111;0000;6;;;
201112;0000;7;;;
201113;0000;4;;;
201114;0000;6;;;
201115;0000;8;;;
201116;0000;10;;;
201117;0000;10;;;
201118;0000;6;;;
201119;0000;3;;;
201120;0000;2;;;
201121;0000;2;;;
201122;0000;4;;;
201123;0000;3;;;
201124;0000;3;;;
201125;0000;4;;;
201126;0000;7;;;
201127;0000;6;;;
201128;0000;3;;;
201129;0000;6;;;
201130;0000;8;;;
201201;0000;6;;;
201202;0000;4;;;
201203;0000;8;;;
201204;0000;11;;;
201205;0000;10;;;
201206;0000;8;;;
201207;0000;2;;;
201208;0000;3;;;
201209;0000;7;;;
201210;0000;4;;;
201211;0000;4;;;
201212;0000;4;;;
201213;0000;4;;;
201214;0000;3;;;
201215;0000;7;;;
201216;0000;9;;;
201217;0000;10;;;
201218;0000;4;;;
201219;0000;2;;;
201220;0000;3;;;
201221;0000;8;;;
201222;0000;7;;;
201223;0000;4;;;
201224;0000;5;;;
201225;0000;5;;;
201226;0000;5;;;
201227;0000;3;;;
201228;0000;5;;;
201229;0000;3;;;
201230;0000;6;;;
201231;0000;6;;;
210101;0000;10;;;
210102;0000;9;;;
210103;0000;7;;;
210104;0000;11;;;
210105;0000;13;;;
210106;0000;13;;;
210107;0000;7;;;
210108;0000;14;;;
210109;0000;3;;;
210110;0000;3;;;
210111;0000;3;;;
210112;0000;5;;;
210113;0000;9;;;
210114;0000;14;;;
210115;0000;;;;
210116;0000;;;;
210117;0000;;;;
210118;0000;;;;
210119;0000;;;;
210120;0000;;;;
210121;0000;9;;;
210122;0000;7;;;
210123;0000;8;;;
210124;0000;11;;;
210125;0000;7;;;
210126;0000;8;;;
210127;0000;8;;;
210128;0000;4;;;
210129;0000;;;1;
210130;0000;;;1;
210131;0000;;;1;
210201;0000;;;6;
210202;0000;12;;;
210203;0000;15;;;
210204;0000;9;;;
210205;0000;5;;;
210206;0000;7;;;
210207;0000;6;;;
210208;0000;8;;;
210209;0000;12;;;
210210;0000;5;;;
210211;0000;6;;;
210212;0000;10;;;
210213;0000;10;;;
210214;0000;8;;;
210215;0000;12;;;
210216;0000;8;;;
210217;0000;6;;;
210218;0000;6;;;
210219;0000;6;;;
210220;0000;;;;
210221;0000;6;;;
210222;0000;6;;;
210223;0000;7;;;
210224;0000;14;;;
210225;0000;10;;;
210226;0000;8;;;
210227;0000;7;;;
210228;0000;6;;;
210301;0000;7;;;
210302;0000;;;;
210303;0000;;;;
210304;0000;10;;;
210305;0000;6;;;
210306;0000;11;;;
210307;0000;6;;;
210308;0000;7;;;
210309;0000;11;;;
210310;0000;2;;;
210311;0000;6;;;
210312;0000;7;;;
210313;0000;10;;;
210314;0000;10;;;
210315;0000;7;;;
210316;0000;13;;;
210317;0000;14;;;
210318;0000;7;;;
210319;0000;7;;;
210320;0000;5;;;
210321;0000;9;;;
210322;0000;11;;;
210323;0000;6;;;
210324;0000;9;;;
210325;0000;10;;;
210326;0000;14;;;
210327;0000;12;;;
210328;0000;11;;;
210329;0000;11;;;
210330;0000;25;;;
210331;0000;18;;;
210401;0000;16;;;
210402;0000;9;;;
210403;0000;12;;;
210404;0000;7;;;
210405;0000;5;;;
210406;0000;7;;;
210407;0000;9;;;
210408;0000;8;;;
210409;0000;10;;;
210410;0000;12;;;
210411;0000;7;;;
210412;0000;8;;;
210413;0000;10;;;
210414;0000;10;;;
210415;0000;12;;;
210416;0000;18;;;
210417;0000;12;;;
210418;0000;6;;;
210419;0000;3;;;
210420;0000;12;;;
210421;0000;8;;;
210422;0000;14;;;
210423;0000;28;;;
210424;0000;18;;;
210425;0000;13;;;
210426;0000;15;;;
210427;0000;23;;;
210428;0000;18;;;
210429;0000;19;;;
210430;0000;11;;;
210501;0000;5;;;
210502;0000;27;;;
210503;0000;13;;;
210504;0000;16;;;
210505;0000;29;;;
210506;0000;30;;;
210507;0000;34;;;
210508;0000;29;;;
210509;0000;18;;;
210510;0000;28;;;
210511;0000;48;;;
210512;0000;48;;;
210513;0000;29;;;
210514;0000;36;;;
210515;0000;36;;;
210516;0000;35;;;
210517;0000;59;;;
210518;0000;18;;;
210519;0000;;;;
210520;0000;25;;;
210521;0000;17;;;
210522;0000;25;;;
210523;0000;24;;;
210524;0000;25;;;
210525;0000;19;;;
210526;0000;17;;;
210527;0000;8;;;
210528;0000;24;;;
210529;0000;28;;;
210530;0000;17;;;
210531;0000;3;;;
210601;0000;7;;;
210602;0000;12;;;
210603;0000;6;;;
210604;0000;17;;;
210605;0000;29;;;
210606;0000;38;;;
210607;0000;16;;;
210608;0000;5;;;
210609;0000;8;;;
210610;0000;29;;;
210611;0000;34;;;
210612;0000;18;;;
210613;0000;10;;;
210614;0000;22;;;
210615;0000;21;;;
210616;0000;40;;;
210617;0000;45;;;
210618;0000;40;;;
210619;0000;35;;;
210620;0000;26;;;
210621;0000;10;;;
210622;0000;6;;;
210623;0000;6;;;
210624;0000;11;;;
210625;0000;27;;;
210626;0000;26;;;
210627;0000;36;;;
210628;0000;42;;;
210629;0000;49;;;
210630;0000;29;;;
210701;0000;17;;;
210702;0000;30;;;
210703;0000;41;;;
210704;0000;22;;;
210705;0000;14;;;
210706;0000;15;;;
210707;0000;30;;;
210708;0000;15;;;
210709;0000;24;;;
210710;0000;27;;;
210711;0000;;;;
210712;0000;;;;
210713;0000;40;;;
210714;0000;40;;;
210715;0000;43;;;
210716;0000;32;;;
210717;0000;19;;;
210718;0000;30;;;
210719;0000;44;;;
210720;0000;38;;;
210721;0000;32;;;
210722;0000;42;;;
210723;0000;41;;;
210724;0000;15;;;
210725;0000;7;;;
210726;0000;17;;;
210727;0000;17;;;
210728;0000;9;;;
210729;0000;18;;;
210730;0000;24;;;
210731;0000;22;;;
210801;0000;27;;;
210802;0000;28;;;
210803;0000;37;;;
210804;0000;20;;;
210805;0000;15;;;
210806;0000;23;;;
210807;0000;22;;;
210808;0000;32;;;
210809;0000;45;;;
210810;0000;39;;;
210811;0000;38;;;
210812;0000;35;;;
210813;0000;34;;;
210814;0000;;;;
210815;0000;10;;;
210816;0000;;;9;
210817;0000;4;;;
210818;0000;5;;;
210819;0000;;;;
210820;0000;8;;;
210821;0000;7;;;
210822;0000;26;;;
210823;0000;29;;;
210824;0000;23;;;
210825;0000;9;;;
210826;0000;20;;;
210827;0000;17;;;
210828;0000;20;;;
210829;0000;12;;;
210830;0000;5;;;
210831;0000;14;;;
210901;0000;17;;;
210902;0000;23;;;
210903;0000;9;;;
210904;0000;5;;;
210905;0000;7;;;
210906;0000;9;;;
210907;0000;17;;;
210908;0000;19;;;
210909;0000;21;;;
210910;0000;15;;;
210911;0000;6;;;
210912;0000;6;;;
210913;0000;17;;;
210914;0000;9;;;
210915;0000;19;;;
210916;0000;11;;;
210917;0000;8;;;
210918;0000;7;;;
210919;0000;10;;;
210920;0000;15;;;
210921;0000;14;;;
210922;0000;9;;;
210923;0000;17;;;
210924;0000;14;;;
210925;0000;7;;;
210926;0000;8;;;
210927;0000;11;;;
210928;0000;9;;;
210929;0000;9;;;
210930;0000;7;;;
211001;0000;9;;;
211002;0000;8;;;
211003;0000;7;;;
211004;0000;9;;;
211005;0000;12;;;
211006;0000;10;;;
211007;0000;14;;;
211008;0000;9;;;
211009;0000;12;;;
211010;0000;14;;;
211011;0000;12;;;
211012;0000;6;;;
211013;0000;3;;;
211014;0000;6;;;
211015;0000;9;;;
211016;0000;9;;;
211017;0000;9;;;
211018;0000;10;;;
211019;0000;11;;;
211020;0000;3;;;
211021;0000;7;;;
211022;0000;6;;;
211023;0000;6;;;
211024;0000;7;;;
211025;0000;6;;;
211026;0000;7;;;
211027;0000;9;;;
211028;0000;8;;;
211029;0000;9;;;
211030;0000;10;;;
211031;0000;10;;;
211101;0000;8;;;
211102;0000;6;;;
211103;0000;6;;;
211104;0000;6;;;
211105;0000;7;;;
211106;0000;7;;;
211107;0000;7;;;
211108;0000;6;;;
211109;0000;8;;;
211110;0000;5;;;
211111;0000;6;;;
211112;0000;2;;;
211113;0000;3;;;
211114;0000;4;;;
211115;0000;4;;;
211116;0000;8;;;
211117;0000;11;;;
211118;0000;9;;;
211119;0000;11;;;
211120;0000;11;;;
211121;0000;9;;;
211122;0000;8;;;
211123;0000;11;;;
211124;0000;4;;;
211125;0000;6;;;
211126;0000;6;;;
211127;0000;6;;;
211128;0000;5;;;
211129;0000;8;;;
211130;0000;10;;;
211201;0000;7;;;
211202;0000;9;;;
211203;0000;12;;;
211204;0000;33;;;
211205;0000;23;;;
211206;0000;10;;;
211207;0000;7;;;
211208;0000;10;;;
211209;0000;10;;;
211210;0000;14;;;
211211;0000;5;;;
211212;0000;4;;;
211213;0000;5;;;
211214;0000;5;;;
211215;0000;7;;;
211216;0000;8;;;
211217;0000;5;;;
211218;0000;9;;;
211219;0000;8;;;
211220;0000;12;;;
211221;0000;16;;;
211222;0000;21;;;
211223;0000;6;;;
211224;0000;12;;;
211225;0000;11;;;
211226;0000;11;;;
211227;0000;14;;;
211228;0000;14;;;
211229;0000;10;;;
211230;0000;6;;;
211231;0000;6;;;
220101;0000;4;;;
220102;0000;3;;;
220103;0000;4;;;
220104;0000;5;;;
220105;0000;10;;;
220106;0000;8;;;
220107;0000;8;;;
220108;0000;6;;;
220109;0000;2;;;
220110;0000;5;;;
220111;0000;6;;;
220112;0000;6;;;
220113;0000;5;;;
220114;0000;5;;;
220115;0000;8;;;
220116;0000;3;;;
220117;0000;3;;;
220118;0000;5;;;
220119;0000;6;;;
220120;0000;3;;;
220121;0000;4;;;
220122;0000;3;;;
220123;0000;5;;;
220124;0000;3;;;
220125;0000;6;;;
220126;0000;6;;;
220127;0000;8;;;
220128;0000;;;1;
220129;0000;;;0;
220130;0000;;;1;
220131;0000;;;4;
220201;0000;11;;;
220202;0000;8;;;
220203;0000;8;;;
220204;0000;5;;;
220205;0000;8;;;
220206;0000;11;;;
220207;0000;8;;;
220208;0000;9;;;
220209;0000;14;;;
220210;0000;23;;;
220211;0000;20;;;
220212;0000;21;;;
220213;0000;15;;;
220214;0000;9;;;
220215;0000;8;;;
220216;0000;11;;;
220217;0000;20;;;
220218;0000;18;;;
220219;0000;13;;;
220220;0000;6;;;
220221;0000;13;;;
220222;0000;10;;;
220223;0000;5;;;
220224;0000;7;;;
220225;0000;9;;;
220226;0000;5;;;
220227;0000;5;;;
220228;0000;7;;;
220301;0000;8;;;
220302;0000;11;;;
220303;0000;10;;;
220304;0000;7;;;
220305;0000;6;;;
220306;0000;4;;;
220307;0000;5;;;
220308;0000;4;;;
220309;0000;7;;;
220310;0000;9;;;
220311;0000;12;;;
220312;0000;16;;;
220313;0000;15;;;
220314;0000;15;;;
220315;0000;18;;;
220316;0000;20;;;
220317;0000;8;;;
220318;0000;12;;;
220319;0000;19;;;
220320;0000;7;;;
220321;0000;5;;;
220322;0000;6;;;
220323;0000;5;;;
220324;0000;8;;;
220325;0000;9;;;
220326;0000;7;;;
220327;0000;7;;;
220328;0000;8;;;
220329;0000;6;;;
220330;0000;7;;;
220331;0000;14;;;
220401;0000;14;;;
220402;0000;10;;;
220403;0000;7;;;
220404;0000;9;;;
220405;0000;10;;;
220406;0000;8;;;
220407;0000;10;;;
220408;0000;13;;;
220409;0000;12;;;
220410;0000;9;;;
220411;0000;10;;;
220412;0000;12;;;
220413;0000;12;;;
220414;0000;16;;;
220415;0000;13;;;
220416;0000;19;;;
220417;0000;23;;;
220418;0000;15;;;
220419;0000;13;;;
220420;0000;11;;;
220421;0000;12;;;
220422;0000;4;;;
220423;0000;;;;
220424;0000;16;;;
220425;0000;11;;;
220426;0000;5;;;
220427;0000;18;;;
220428;0000;18;;;
220429;0000;17;;;
220430;0000;28;;;
220501;0000;28;;;
220502;0000;28;;;
220503;0000;30;;;
220504;0000;33;;;
220505;0000;37;;;
220506;0000;21;;;
220507;0000;17;;;
220508;0000;17;;;
220509;0000;17;;;
220510;0000;33;;;
220511;0000;30;;;
220512;0000;24;;;
220513;0000;11;;;
220514;0000;34;;;
220515;0000;31;;;
220516;0000;27;;;
220517;0000;34;;;
220518;0000;24;;;
220519;0000;11;;;
220520;0000;23;;;
220521;0000;18;;;
220522;0000;21;;;
220523;0000;31;;;
220524;0000;28;;;
220525;0000;27;;;
220526;0000;25;;;
220527;0000;30;;;
220528;0000;29;;;
220529;0000;36;;;
220530;0000;41;;;
220531;0000;52;;;
220601;0000;53;;;
220602;0000;35;;;
220603;0000;4;;;
220604;0000;4;;;
220605;0000;4;;;
220606;0000;6;;;
220607;0000;7;;;
220608;0000;12;;;
220609;0000;16;;;
220610;0000;29;;;
220611;0000;22;;;
220612;0000;14;;;
220613;0000;21;;;
220614;0000;27;;;
220615;0000;32;;;
220616;0000;34;;;
220617;0000;25;;;
220618;0000;48;;;
220619;0000;38;;;
220620;0000;23;;;
220621;0000;28;;;
220622;0000;17;;;
220623;0000;7;;;
220624;0000;27;;;
220625;0000;30;;;
220626;0000;23;;;
220627;0000;10;;;
220628;0000;5;;;
220629;0000;28;;;
220630;0000;12;;;
220701;0000;25;;;
220702;0000;29;;;
220703;0000;12;;;
220704;0000;8;;;
220705;0000;2;;;
220706;0000;19;;;
220707;0000;32;;;
220708;0000;13;;;
220709;0000;6;;;
220710;0000;33;;;
220711;0000;10;;;
220712;0000;17;;;
220713;0000;20;;;
220714;0000;14;;;
220715;0000;26;;;
220716;0000;14;;;
220717;0000;22;;;
220718;0000;24;;;
220719;0000;25;;;
220720;0000;23;;;
220721;0000;8;;;
220722;0000;6;;;
220723;0000;3;;;
220724;0000;5;;;
220725;0000;3;;;
220726;0000;5;;;
220727;0000;22;;;
220728;0000;17;;;
220729;0000;22;;;
220730;0000;32;;;
220731;0000;35;;;
220801;0000;43;;;
220802;0000;38;;;
220803;0000;21;;;
220804;0000;30;;;
220805;0000;8;;;
220806;0000;9;;;
220807;0000;;;;
220808;0000;;;;
220809;0000;33;;;
220810;0000;38;;;
220811;0000;15;;;
220812;0000;4;;;
220813;0000;4;;;
220814;0000;10;;;
220815;0000;10;;;
220816;0000;5;;;
220817;0000;25;;;
220818;0000;21;;;
220819;0000;19;;;
220820;0000;22;;;
220821;0000;21;;;
220822;0000;16;;;
220823;0000;12;;;
220824;0000;26;;;
220825;0000;;;;
220826;0000;16;;;
220827;0000;16;;;
220828;0000;14;;;
220829;0000;12;;;
220830;0000;13;;;
220831;0000;23;;;
220901;0000;20;;;
220902;0000;17;;;
220903;0000;20;;;
220904;0000;21;;;
220905;0000;23;;;
220906;0000;16;;;
220907;0000;6;;;
220908;0000;18;;;
220909;0000;12;;;
220910;0000;15;;;
220911;0000;22;;;
220912;0000;21;;;
220913;0000;24;;;
220914;0000;15;;;
220915;0000;6;;;
220916;0000;3;;;
220917;0000;10;;;
220918;0000;14;;;
220919;0000;8;;;
220920;0000;9;;;
220921;0000;11;;;
220922;0000;14;;;
220923;0000;9;;;
220924;0000;10;;;
220925;0000;13;;;
220926;0000;8;;;
220927;0000;14;;;
220928;0000;14;;;
220929;0000;11;;;
220930;0000;15;;;
221001;0000;13;;;
221002;0000;13;;;
221003;0000;6;;;
221004;0000;16;;;
221005;0000;10;;;
221006;0000;4;;;
221007;0000;8;;;
221008;0000;8;;;
221009;0000;9;;;
221010;0000;10;;;
221011;0000;9;;;
221012;0000;6;;;
221013;0000;10;;;
221014;0000;12;;;
221015;0000;13;;;
221016;0000;8;;;
221017;0000;8;;;
221018;0000;6;;;
221019;0000;13;;;
221020;0000;5;;;
221021;0000;7;;;
221022;0000;9;;;
221023;0000;6;;;
221024;0000;7;;;
221025;0000;6;;;
221026;0000;4;;;
221027;0000;6;;;
221028;0000;5;;;
221029;0000;4;;;
221030;0000;7;;;
221031;0000;4;;;
221101;0000;6;;;
221102;0000;14;;;
221103;0000;13;;;
221104;0000;8;;;
221105;0000;9;;;
221106;0000;9;;;
221107;0000;11;;;
221108;0000;8;;;
221109;0000;5;;;
221110;0000;5;;;
221111;0000;4;;;
221112;0000;3;;;
221113;0000;3;;;
221114;0000;5;;;
221115;0000;7;;;
221116;0000;8;;;
221117;0000;5;;;
221118;0000;5;;;
221119;0000;7;;;
221120;0000;10;;;
221121;0000;13;;;
221122;0000;12;;;
221123;0000;7;;;
221124;0000;11;;;
221125;0000;16;;;
221126;0000;14;;;
221127;0000;8;;;
221128;0000;8;;;
221129;0000;9;;;
221130;0000;10;;;
221201;0000;12;;;
221202;0000;11;;;
221203;0000;8;;;
221204;0000;7;;;
221205;0000;7;;;
221206;0000;9;;;
221207;0000;6;;;
221208;0000;5;;;
221209;0000;7;;;
221210;0000;9;;;
221211;0000;8;;;
221212;0000;6;;;
221213;0000;8;;;
221214;0000;6;;;
221215;0000;16;;;
221216;0000;13;;;
221217;0000;9;;;
221218;0000;9;;;
221219;0000;7;;;
221220;0000;8;;;
221221;0000;6;;;
221222;0000;6;;;
221223;0000;6;;;
221224;0000;9;;;
221225;0000;13;;;
221226;0000;11;;;
221227;0000;13;;;
221228;0000;12;;;
221229;0000;15;;;
221230;0000;17;;;
221231;0000;15;;;
230101;0000;13;;;
230102;0000;10;;;
230103;0000;9;;;
230104;0000;20;;;
230105;0000;9;;;
230106;0000;;;5;
230107;0000;;;2;
230108;0000;;;2;
230109;0000;;;2;
230110;0000;;;5;
230111;0000;8;;;
230112;0000;9;;;
230113;0000;11;;;
230114;0000;5;;;
230115;0000;6;;;
230116;0000;10;;;
230117;0000;8;;;
230118;0000;9;;;
230119;0000;4;;;
230120;0000;6;;;
230121;0000;3;;;
230122;0000;6;;;
230123;0000;3;;;
230124;0000;3;;;
230125;0000;3;;;
230126;0000;3;;;
230127;0000;5;;;
230128;0000;6;;;
230129;0000;2;;;
230130;0000;4;;;
230131;0000;9;;;
230201;0000;8;;;
230202;0000;11;;;
230203;0000;15;;;
230204;0000;17;;;
230205;0000;121;;;
230206;0000;49;;;
230207;0000;34;;;
230208;0000;20;;;
230209;0000;27;;;
230210;0000;8;;;
230211;0000;20;;;
230212;0000;5;;;
230213;0000;3;;;
230214;0000;5;;;
230215;0000;4;;;
230216;0000;6;;;
230217;0000;12;;;
230218;0000;19;;;
230219;0000;31;;;
230220;0000;26;;;
230221;0000;25;;;
230222;0000;16;;;
230223;0000;19;;;
230224;0000;7;;;
230225;0000;5;;;
230226;0000;7;;;
230227;0000;11;;;
230228;0000;11;;;
230301;0000;8;;;
230302;0000;8;;;
230303;0000;6;;;
230304;0000;7;;;
230305;0000;4;;;
230306;0000;2;;;
230307;0000;6;;;
230308;0000;1;;;
230309;0000;5;;;
230310;0000;9;;;
230311;0000;2;;;
230312;0000;2;;;
230313;0000;8;;;
230314;0000;4;;;
230315;0000;3;;;
230316;0000;2;;;
230317;0000;7;;;
230318;0000;7;;;
230319;0000;7;;;
230320;0000;7;;;
230321;0000;9;;;
230322;0000;11;;;
230323;0000;9;;;
230324;0000;10;;;
230325;0000;9;;;
230326;0000;10;;;
230327;0000;12;;;
230328;0000;3;;;
230329;0000;3;;;
230330;0000;11;;;
230331;0000;12;;;
230401;0000;9;;;
230402;0000;6;;;
230403;0000;8;;;
230404;0000;8;;;
230405;0000;4;;;
230406;0000;6;;;
230407;0000;11;;;
230408;0000;14;;;
230409;0000;9;;;
230410;0000;5;;;
230411;0000;4;;;
230412;0000;11;;;
230413;0000;4;;;
230414;0000;9;;;
230415;0000;11;;;
230416;0000;14;;;
230417;0000;7;;;
230418;0000;13;;;
230419;0000;12;;;
230420;0000;6;;;
230421;0000;11;;;
230422;0000;13;;;
230423;0000;15;;;
230424;0000;16;;;
230425;0000;26;;;
230426;0000;30;;;
230427;0000;7;;;
230428;0000;2;;;
230429;0000;4;;;
230430;0000;16;;;
230501;0000;14;;;
230502;0000;20;;;
230503;0000;18;;;
230504;0000;27;;;
230505;0000;18;;;
230506;0000;15;;;
230507;0000;39;;;
230508;0000;19;;;
230509;0000;30;;;
230510;0000;38;;;
230511;0000;26;;;
230512;0000;23;;;
230513;0000;23;;;
230514;0000;10;;;
230515;0000;7;;;
230516;0000;9;;;
230517;0000;17;;;
230518;0000;32;;;
230519;0000;28;;;
230520;0000;18;;;
230521;0000;2;;;
230522;0000;5;;;
230523;0000;4;;;
230524;0000;6;;;
230525;0000;10;;;
230526;0000;14;;;
230527;0000;21;;;
230528;0000;29;;;
230529;0000;40;;;
230530;0000;23;;;
230531;0000;23;;;
230601;0000;10;;;
230602;0000;2;;;
230603;0000;17;;;
230604;0000;22;;;
230605;0000;19;;;
230606;0000;11;;;
230607;0000;16;;;
230608;0000;5;;;
230609;0000;10;;;
230610;0000;30;;;
230611;0000;29;;;
230612;0000;23;;;
230613;0000;34;;;
230614;0000;35;;;
230615;0000;40;;;
230616;0000;26;;;
230617;0000;25;;;
230618;0000;38;;;
230619;0000;39;;;
